Time,PinPullerTemp,Spare,LEXIbaseTemp,HVsupplyTemp,+5.2V_Imon,+10V_Imon,+3.3V_Imon,AnodeVoltMon,+28V_Imon,ADC_Ground,Cmd_count,Pinpuller_Armed,Unused,Unused,HVmcpAuto,HVmcpMan,DeltaEvntCount,DeltaDroppedCount,DeltaLostevntCount
31999,-273.0000E+0,-267.7149E+0,16.3617E+0,-273.0000E+0,1.1638E+0,148.6447E-3,369.9602E-3,3.3032E-3,812.5911E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
32999,-273.0000E+0,-267.7149E+0,16.3617E+0,-273.0000E+0,1.1638E+0,148.6447E-3,369.9602E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
33999,-273.0000E+0,-267.7149E+0,16.3617E+0,-273.0000E+0,1.1638E+0,148.6447E-3,369.9602E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
34999,-273.0000E+0,-267.7149E+0,16.3617E+0,-273.0000E+0,1.1638E+0,148.6447E-3,369.9602E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
35999,-273.0000E+0,-267.7149E+0,16.3617E+0,-273.0000E+0,1.1638E+0,148.6447E-3,369.9602E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
36999,-273.0000E+0,-267.7149E+0,16.3617E+0,-273.0000E+0,1.1638E+0,148.6447E-3,369.9602E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
37999,-273.0000E+0,-268.1553E+0,16.3617E+0,-273.0000E+0,1.1638E+0,148.6447E-3,369.9602E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
38999,-273.0000E+0,-268.1553E+0,16.4718E+0,-273.0000E+0,1.1638E+0,148.6447E-3,369.9602E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
39999,-273.0000E+0,-268.1553E+0,16.4718E+0,-273.0000E+0,1.1638E+0,148.6447E-3,369.9602E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
40999,-273.0000E+0,-268.1553E+0,16.4718E+0,-273.0000E+0,1.1660E+0,148.6447E-3,369.9602E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
41999,-273.0000E+0,-268.1553E+0,16.4718E+0,-273.0000E+0,1.1660E+0,148.6447E-3,369.9602E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
42999,-273.0000E+0,-268.1553E+0,16.4718E+0,-273.0000E+0,1.1660E+0,148.6447E-3,368.8591E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
43999,-273.0000E+0,-268.1553E+0,16.4718E+0,-273.0000E+0,1.1660E+0,148.6447E-3,368.8591E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
44999,-273.0000E+0,-268.1553E+0,16.4718E+0,-273.0000E+0,1.1660E+0,148.6447E-3,368.8591E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
45999,-273.0000E+0,-268.1553E+0,16.4718E+0,-273.0000E+0,1.1660E+0,148.6447E-3,368.8591E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
46999,-273.0000E+0,-268.1553E+0,16.4718E+0,-273.0000E+0,1.1660E+0,148.6447E-3,368.8591E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
47999,-273.0000E+0,-268.1553E+0,16.4718E+0,-273.0000E+0,1.1660E+0,148.6447E-3,368.8591E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
48999,-273.0000E+0,-268.1553E+0,16.4718E+0,-273.0000E+0,1.1660E+0,148.6447E-3,368.8591E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
49999,-273.0000E+0,-268.2654E+0,16.4718E+0,-273.0000E+0,1.1660E+0,148.6447E-3,368.8591E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
50999,-273.0000E+0,-268.2654E+0,16.4718E+0,-273.0000E+0,1.1660E+0,148.6447E-3,368.8591E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
51999,-273.0000E+0,-268.2654E+0,16.4718E+0,-273.0000E+0,1.1660E+0,148.6447E-3,368.8591E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
52999,-273.0000E+0,-268.2654E+0,16.4718E+0,-273.0000E+0,1.1781E+0,148.6447E-3,368.8591E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
53999,-273.0000E+0,-268.2654E+0,16.4718E+0,-273.0000E+0,1.1781E+0,148.6447E-3,368.8591E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
54999,-273.0000E+0,-268.2654E+0,16.4718E+0,-273.0000E+0,1.1781E+0,148.6447E-3,369.9602E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
55999,-273.0000E+0,-268.2654E+0,16.4718E+0,-273.0000E+0,1.1781E+0,148.6447E-3,369.9602E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
56999,-273.0000E+0,-268.2654E+0,16.4718E+0,-273.0000E+0,1.1781E+0,148.6447E-3,369.9602E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
57999,-273.0000E+0,-268.2654E+0,16.4718E+0,-273.0000E+0,1.1781E+0,148.6447E-3,369.9602E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
58999,-273.0000E+0,-268.2654E+0,16.4718E+0,-273.0000E+0,1.1781E+0,148.6447E-3,369.9602E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
59999,-273.0000E+0,-268.2654E+0,16.4718E+0,-273.0000E+0,1.1781E+0,148.6447E-3,369.9602E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
60999,-273.0000E+0,-268.2654E+0,16.4718E+0,-273.0000E+0,1.1781E+0,148.6447E-3,369.9602E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
61999,-273.0000E+0,-268.2654E+0,16.4718E+0,-273.0000E+0,1.1781E+0,148.6447E-3,369.9602E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
62999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1781E+0,148.6447E-3,369.9602E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
63999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1781E+0,148.6447E-3,369.9602E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
64999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1693E+0,148.6447E-3,369.9602E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
65999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1693E+0,149.7458E-3,369.9602E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
66999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1693E+0,149.7458E-3,371.0613E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
67999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1693E+0,149.7458E-3,371.0613E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
68999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1693E+0,149.7458E-3,371.0613E-3,3.3032E-3,812.5911E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
69999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1693E+0,149.7458E-3,371.0613E-3,3.3032E-3,812.5911E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
70999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1693E+0,149.7458E-3,371.0613E-3,3.3032E-3,812.5911E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
71999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1693E+0,149.7458E-3,371.0613E-3,3.3032E-3,812.5911E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
72999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1693E+0,149.7458E-3,371.0613E-3,3.3032E-3,812.5911E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
73999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1693E+0,149.7458E-3,371.0613E-3,3.3032E-3,812.5911E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
74999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1693E+0,149.7458E-3,371.0613E-3,3.3032E-3,812.5911E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
75999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1693E+0,149.7458E-3,371.0613E-3,3.3032E-3,812.5911E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
76999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1627E+0,149.7458E-3,371.0613E-3,3.3032E-3,812.5911E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
77999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1627E+0,148.6447E-3,371.0613E-3,3.3032E-3,812.5911E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
78999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1627E+0,148.6447E-3,368.8591E-3,3.3032E-3,812.5911E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
79999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1627E+0,148.6447E-3,368.8591E-3,3.3032E-3,812.5911E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
80999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1627E+0,148.6447E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
81999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1627E+0,148.6447E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
82999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1627E+0,148.6447E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
83999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1627E+0,148.6447E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
84999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1627E+0,148.6447E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
85999,-273.0000E+0,-268.2654E+0,16.5819E+0,-273.0000E+0,1.1627E+0,148.6447E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
86999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1627E+0,148.6447E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
87999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1627E+0,148.6447E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
88999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1682E+0,148.6447E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
89999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1682E+0,149.7458E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
90999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1682E+0,149.7458E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
91999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1682E+0,149.7458E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
92999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1682E+0,149.7458E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
93999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1682E+0,149.7458E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
94999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1682E+0,149.7458E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
95999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1682E+0,149.7458E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
96999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1682E+0,149.7458E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
97999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1682E+0,149.7458E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
98999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1682E+0,149.7458E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
99999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1682E+0,149.7458E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
100999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1660E+0,149.7458E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
101999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1660E+0,149.7458E-3,368.8591E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
102999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1660E+0,149.7458E-3,367.7580E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
103999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1660E+0,149.7458E-3,367.7580E-3,3.3032E-3,813.6922E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
104999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1660E+0,149.7458E-3,367.7580E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
105999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1660E+0,149.7458E-3,367.7580E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
106999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1660E+0,149.7458E-3,367.7580E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
107999,-273.0000E+0,-268.2654E+0,16.6920E+0,-273.0000E+0,1.1660E+0,149.7458E-3,367.7580E-3,3.3032E-3,815.8944E-3,0.0000E+0,5.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
