Timestamp,Channel1,Channel2,Channel3,Channel4
353502,2.3006E+0,2.2292E+0,2.2850E+0,2.2718E+0,
353506,1.0744E+0,1.1102E+0,1.1483E+0,1.1393E+0,
353600,2.0845E+0,1.9776E+0,2.0152E+0,2.0272E+0,
353608,1.0745E+0,1.1102E+0,1.1489E+0,1.1392E+0,
353657,1.9952E+0,1.7208E+0,1.4059E+0,1.7169E+0,
353739,1.5188E+0,1.5637E+0,1.4151E+0,1.1408E+0,
353753,3.3249E+0,3.3597E+0,3.4181E+0,3.3899E+0,
353777,2.1922E+0,2.0701E+0,1.9282E+0,1.9980E+0,
353799,1.0746E+0,1.1102E+0,1.1481E+0,1.1393E+0,
353999,1.0746E+0,1.1103E+0,1.1485E+0,1.1392E+0,
354078,2.2034E+0,2.0073E+0,1.9995E+0,2.1120E+0,
354090,2.2223E+0,2.1490E+0,2.2285E+0,2.2203E+0,
354124,1.6115E+0,1.1113E+0,1.1486E+0,1.1401E+0,
354149,2.3325E+0,2.2640E+0,2.1735E+0,2.1704E+0,
354157,1.0745E+0,1.1102E+0,1.1485E+0,1.1390E+0,
354189,1.0744E+0,1.1102E+0,1.1481E+0,1.1392E+0,
354192,1.7760E+0,1.1144E+0,1.1482E+0,1.1394E+0,
354198,1.7613E+0,1.7299E+0,1.1585E+0,1.1396E+0,
354200,2.4053E+0,2.4033E+0,2.2688E+0,2.1910E+0,
354204,1.5561E+0,1.4430E+0,1.5098E+0,1.2710E+0,
354257,1.9334E+0,1.7386E+0,1.1534E+0,1.1551E+0,
354266,1.0746E+0,1.1103E+0,1.1483E+0,1.1390E+0,
354276,1.8242E+0,1.4021E+0,1.4429E+0,1.6429E+0,
354312,2.3604E+0,2.2124E+0,2.2242E+0,2.2851E+0,
354325,1.0743E+0,1.1102E+0,1.1483E+0,1.1391E+0,
354338,1.0744E+0,1.1102E+0,1.1483E+0,1.1391E+0,
354393,1.8833E+0,1.6634E+0,1.7075E+0,1.7407E+0,
354401,2.0997E+0,1.9762E+0,1.9171E+0,1.9662E+0,
354402,2.0008E+0,1.8284E+0,1.6900E+0,1.7620E+0,
354407,2.1173E+0,2.0305E+0,2.0881E+0,2.0802E+0,
354437,2.1547E+0,2.0586E+0,2.0881E+0,2.1001E+0,
354457,1.0755E+0,1.1105E+0,1.1483E+0,1.1394E+0,
354459,1.0762E+0,1.1104E+0,1.1492E+0,1.1399E+0,
354473,1.0744E+0,1.1105E+0,1.1483E+0,1.1392E+0,
354478,2.4095E+0,2.2210E+0,2.0595E+0,2.1342E+0,
354483,1.8366E+0,1.8262E+0,1.7368E+0,1.4979E+0,
354526,1.0744E+0,1.1102E+0,1.1482E+0,1.1394E+0,
354536,1.9767E+0,1.7501E+0,1.2297E+0,1.4135E+0,
354608,2.4872E+0,2.3409E+0,2.2206E+0,2.2852E+0,
354643,2.6684E+0,2.7147E+0,2.5934E+0,2.4923E+0,
354739,1.0744E+0,1.1103E+0,1.1483E+0,1.1391E+0,
354745,1.3969E+0,1.4198E+0,1.2895E+0,1.1410E+0,
354816,1.7827E+0,1.1155E+0,1.1485E+0,1.1399E+0,
354887,1.0746E+0,1.1102E+0,1.1482E+0,1.1393E+0,
354895,1.9898E+0,1.7337E+0,1.4222E+0,1.6718E+0,
354898,1.8850E+0,1.6668E+0,1.4001E+0,1.4702E+0,
354900,2.1192E+0,1.9364E+0,1.8290E+0,1.9589E+0,
354928,2.1497E+0,1.9762E+0,1.9511E+0,2.0501E+0,
354960,1.0746E+0,1.1104E+0,1.1480E+0,1.1393E+0,
354962,1.4273E+0,1.1350E+0,1.2226E+0,1.2506E+0,
354978,2.5029E+0,2.3608E+0,2.2783E+0,2.3419E+0,
354989,1.0746E+0,1.1100E+0,1.1482E+0,1.1393E+0,
354992,3.0287E+0,3.0466E+0,2.7674E+0,2.7024E+0,
354999,1.0743E+0,1.1100E+0,1.1484E+0,1.1394E+0,
355027,1.7687E+0,1.3999E+0,1.2115E+0,1.3185E+0,
355071,1.2805E+0,1.1110E+0,1.1481E+0,1.1392E+0,
355091,1.0746E+0,1.1102E+0,1.1484E+0,1.1392E+0,
355092,2.1837E+0,2.1606E+0,1.8690E+0,1.9442E+0,
355135,2.8018E+0,2.7622E+0,2.7346E+0,2.7269E+0,
355143,1.1682E+0,1.1120E+0,1.1485E+0,1.1393E+0,
355228,1.0744E+0,1.1101E+0,1.1484E+0,1.1394E+0,
355239,1.0744E+0,1.1104E+0,1.1484E+0,1.1393E+0,
355240,2.4306E+0,2.3718E+0,2.3445E+0,2.3643E+0,
355248,1.0743E+0,1.1102E+0,1.1485E+0,1.1394E+0,
355251,2.7893E+0,2.7898E+0,2.5954E+0,2.5436E+0,
355280,1.0749E+0,1.1101E+0,1.1483E+0,1.1393E+0,
355312,2.1473E+0,2.0656E+0,2.1419E+0,2.1368E+0,
355327,1.8264E+0,1.4272E+0,1.1498E+0,1.1959E+0,
355344,1.4634E+0,1.3069E+0,1.1488E+0,1.1395E+0,
355400,2.3085E+0,2.1550E+0,1.9922E+0,2.0888E+0,
355451,2.9827E+0,2.7656E+0,2.7134E+0,2.8610E+0,
355512,1.3616E+0,1.2414E+0,1.1484E+0,1.1393E+0,
355526,2.6132E+0,2.5530E+0,2.4846E+0,2.4720E+0,
355573,1.5883E+0,1.2772E+0,1.4130E+0,1.3770E+0,
355583,1.8287E+0,1.7948E+0,1.7377E+0,1.5889E+0,
355643,2.5666E+0,2.4223E+0,2.3363E+0,2.3971E+0,
355654,2.0424E+0,1.9023E+0,1.7950E+0,1.8783E+0,
355695,2.4118E+0,2.4333E+0,2.4399E+0,2.3526E+0,
355720,1.0743E+0,1.1102E+0,1.1483E+0,1.1393E+0,
355828,1.8178E+0,1.5342E+0,1.1511E+0,1.1538E+0,
355860,2.4248E+0,2.3148E+0,2.1655E+0,2.2113E+0,
355861,1.1492E+0,1.2191E+0,1.1866E+0,1.2327E+0,
355891,1.0743E+0,1.1101E+0,1.1482E+0,1.1394E+0,
355899,3.0833E+0,3.0240E+0,2.9396E+0,2.9378E+0,
355961,1.0746E+0,1.1103E+0,1.1484E+0,1.1394E+0,
355999,1.0745E+0,1.1102E+0,1.1481E+0,1.1392E+0,
356030,1.9881E+0,1.9635E+0,1.9993E+0,1.9238E+0,
356079,2.0798E+0,1.9827E+0,2.1176E+0,2.0749E+0,
356142,1.0747E+0,1.1101E+0,1.1481E+0,1.1393E+0,
356150,2.1127E+0,2.1485E+0,2.0561E+0,1.9122E+0,
356173,1.0743E+0,1.1100E+0,1.1483E+0,1.1393E+0,
356239,1.0744E+0,1.1103E+0,1.1480E+0,1.1396E+0,
356246,2.2705E+0,2.2765E+0,2.2925E+0,2.2024E+0,
356261,1.0745E+0,1.1102E+0,1.1484E+0,1.1394E+0,
356293,2.4713E+0,2.2983E+0,2.3170E+0,2.4019E+0,
356310,2.6240E+0,2.6800E+0,2.6183E+0,2.5150E+0,
356327,1.0745E+0,1.1102E+0,1.1482E+0,1.1391E+0,
356354,2.2238E+0,2.1446E+0,2.2101E+0,2.2022E+0,
356371,1.0744E+0,1.1102E+0,1.1482E+0,1.1393E+0,
356405,2.2513E+0,2.1558E+0,2.1304E+0,2.1461E+0,
356416,1.0743E+0,1.1105E+0,1.1483E+0,1.1394E+0,
356477,2.1989E+0,2.2410E+0,2.1770E+0,2.0411E+0,
356489,2.8524E+0,2.6990E+0,2.9768E+0,2.9600E+0,
356542,2.3432E+0,2.3489E+0,2.3117E+0,2.2263E+0,
356561,1.7063E+0,1.5135E+0,1.3753E+0,1.3399E+0,
356586,2.1275E+0,2.1160E+0,2.1261E+0,2.0319E+0,
356620,1.0745E+0,1.1102E+0,1.1483E+0,1.1394E+0,
356712,1.0745E+0,1.1102E+0,1.1483E+0,1.1394E+0,
356773,2.2002E+0,2.2014E+0,2.1532E+0,2.0722E+0,
356819,1.0746E+0,1.1102E+0,1.1483E+0,1.1394E+0,
356916,2.8192E+0,2.8830E+0,2.8801E+0,2.7785E+0,
356951,1.0744E+0,1.1102E+0,1.1483E+0,1.1395E+0,
356970,2.5938E+0,2.6327E+0,2.5876E+0,2.4812E+0,
356996,1.0745E+0,1.1102E+0,1.1483E+0,1.1394E+0,
356998,2.1402E+0,2.0718E+0,1.7939E+0,1.7810E+0,
356999,1.0772E+0,1.1239E+0,1.1600E+0,1.1535E+0,
357018,1.0848E+0,1.1106E+0,1.1489E+0,1.1399E+0,
357023,2.4974E+0,2.4310E+0,2.3437E+0,2.3343E+0,
357042,2.0043E+0,1.8653E+0,1.2643E+0,1.3501E+0,
357044,2.3222E+0,2.3269E+0,2.2941E+0,2.2071E+0,
357085,2.1921E+0,2.0243E+0,1.8609E+0,1.9921E+0,
357138,1.0745E+0,1.1103E+0,1.1483E+0,1.1394E+0,
357182,1.8998E+0,1.5757E+0,1.1497E+0,1.1861E+0,
357229,1.7683E+0,1.1116E+0,1.1483E+0,1.1401E+0,
357257,2.0196E+0,1.8661E+0,1.7647E+0,1.8412E+0,
357291,1.0746E+0,1.1102E+0,1.1482E+0,1.1392E+0,
357297,2.6615E+0,2.6484E+0,2.4795E+0,2.4300E+0,
357338,1.8213E+0,1.7714E+0,1.5374E+0,1.3536E+0,
357344,2.0004E+0,1.8172E+0,1.3463E+0,1.4989E+0,
357400,1.6930E+0,1.1129E+0,1.1498E+0,1.2310E+0,
357422,1.0754E+0,1.1109E+0,1.1486E+0,1.1393E+0,
357449,1.4249E+0,1.1361E+0,1.3648E+0,1.3262E+0,
357463,1.0803E+0,1.1111E+0,1.1483E+0,1.1392E+0,
357471,2.1306E+0,2.0370E+0,2.1275E+0,2.1410E+0,
357514,2.2418E+0,2.1565E+0,2.1016E+0,2.1044E+0,
357543,1.9405E+0,1.7645E+0,1.7088E+0,1.7505E+0,
357551,1.6223E+0,1.1113E+0,1.1485E+0,1.1404E+0,
357559,2.2727E+0,2.2754E+0,2.3306E+0,2.2399E+0,
357597,2.7969E+0,2.7259E+0,2.7020E+0,2.7225E+0,
357649,2.2279E+0,2.2377E+0,2.0905E+0,1.9716E+0,
357687,2.3824E+0,2.3624E+0,2.1841E+0,2.1070E+0,
357691,1.0758E+0,1.1107E+0,1.1483E+0,1.1393E+0,
357703,1.9422E+0,1.8313E+0,1.5029E+0,1.4622E+0,
357712,1.0744E+0,1.1101E+0,1.1483E+0,1.1393E+0,
357758,1.0744E+0,1.1103E+0,1.1484E+0,1.1394E+0,
357794,2.5379E+0,2.4782E+0,2.4363E+0,2.4251E+0,
357844,2.3828E+0,2.2327E+0,2.1819E+0,2.2536E+0,
357952,1.0742E+0,1.1103E+0,1.1483E+0,1.1394E+0,
357999,1.0744E+0,1.1101E+0,1.1480E+0,1.1393E+0,
358002,1.7668E+0,1.7959E+0,1.6139E+0,1.2772E+0,
358099,2.1849E+0,2.1939E+0,2.3003E+0,2.1188E+0,
358121,1.6289E+0,1.3665E+0,1.1663E+0,1.1432E+0,
358163,2.0240E+0,2.0484E+0,2.0767E+0,1.9185E+0,
358178,2.4205E+0,2.3330E+0,2.3212E+0,2.3327E+0,
358207,2.3814E+0,2.2939E+0,2.2862E+0,2.2942E+0,
358248,2.0678E+0,1.8361E+0,1.8111E+0,1.9458E+0,
358267,1.8794E+0,1.4983E+0,1.1907E+0,1.3809E+0,
358270,3.1310E+0,3.1386E+0,3.2144E+0,3.1702E+0,
358385,1.8361E+0,1.7577E+0,1.2179E+0,1.1410E+0,
358451,1.0746E+0,1.1105E+0,1.1483E+0,1.1393E+0,
358557,1.9868E+0,1.6285E+0,1.4328E+0,1.7665E+0,
358602,1.0746E+0,1.1102E+0,1.1482E+0,1.1396E+0,
358636,2.0505E+0,1.8680E+0,1.8355E+0,1.9177E+0,
358637,1.0773E+0,1.1389E+0,1.1679E+0,1.1622E+0,
358647,1.7774E+0,1.5060E+0,1.1940E+0,1.2604E+0,
358649,2.1279E+0,2.0154E+0,1.9368E+0,1.9685E+0,
358672,1.0744E+0,1.1103E+0,1.1481E+0,1.1394E+0,
358703,1.0744E+0,1.1102E+0,1.1484E+0,1.1394E+0,
358706,2.6194E+0,2.5569E+0,2.4473E+0,2.4413E+0,
358783,1.0744E+0,1.1101E+0,1.1483E+0,1.1394E+0,
358790,1.0744E+0,1.1102E+0,1.1483E+0,1.1392E+0,
358827,1.0746E+0,1.1102E+0,1.1483E+0,1.1394E+0,
358899,1.3202E+0,1.1108E+0,1.1484E+0,1.1395E+0,
358905,1.0744E+0,1.1101E+0,1.1484E+0,1.1392E+0,
358915,2.0745E+0,1.9476E+0,1.8655E+0,1.9354E+0,
358977,2.6929E+0,2.7453E+0,2.6178E+0,2.5156E+0,
358999,1.0746E+0,1.1103E+0,1.1481E+0,1.1394E+0,
359002,2.1147E+0,2.0520E+0,2.1144E+0,2.0941E+0,
359013,2.1125E+0,2.0479E+0,1.7253E+0,1.7129E+0,
359025,2.1804E+0,1.9687E+0,1.9608E+0,2.0801E+0,
359129,1.0777E+0,1.1113E+0,1.1488E+0,1.1395E+0,
359206,2.3276E+0,2.1432E+0,2.0915E+0,2.1957E+0,
359213,1.0745E+0,1.1102E+0,1.1484E+0,1.1392E+0,
359253,2.1764E+0,2.1267E+0,2.0101E+0,1.9798E+0,
359279,2.0137E+0,1.9326E+0,1.5887E+0,1.5396E+0,
359280,1.3930E+0,1.1456E+0,1.1836E+0,1.1763E+0,
359292,1.0764E+0,1.1102E+0,1.1481E+0,1.1396E+0,
359345,1.6540E+0,1.1513E+0,1.1492E+0,1.1402E+0,
359397,1.9775E+0,1.9982E+0,1.8855E+0,1.7408E+0,
359453,1.0746E+0,1.1101E+0,1.1483E+0,1.1392E+0,
359509,2.9487E+0,2.8022E+0,2.6623E+0,2.7470E+0,
359594,1.0744E+0,1.1104E+0,1.1481E+0,1.1395E+0,
359599,1.9915E+0,2.0238E+0,1.8996E+0,1.7109E+0,
359624,1.0759E+0,1.1101E+0,1.1483E+0,1.1392E+0,
359626,2.3873E+0,2.3189E+0,2.2767E+0,2.2743E+0,
359690,2.6792E+0,2.4338E+0,2.3334E+0,2.4152E+0,
359691,1.0877E+0,1.1196E+0,1.1465E+0,1.1454E+0,
359707,3.2174E+0,3.0838E+0,2.8580E+0,2.9441E+0,
359736,1.8847E+0,1.5975E+0,1.1487E+0,1.1403E+0,
359739,2.0616E+0,1.9769E+0,1.5748E+0,1.5512E+0,
359747,2.5201E+0,2.3771E+0,2.3277E+0,2.3809E+0,
359780,1.9501E+0,1.9259E+0,1.9253E+0,1.8473E+0,
359843,3.0237E+0,2.8863E+0,2.7692E+0,2.8548E+0,
359857,2.0777E+0,1.9606E+0,1.5237E+0,1.5908E+0,
359895,2.0250E+0,2.0636E+0,1.9666E+0,1.7895E+0,
359898,2.3382E+0,2.3007E+0,2.2133E+0,2.1736E+0,
359956,1.0744E+0,1.1102E+0,1.1481E+0,1.1393E+0,
359966,2.4402E+0,2.4757E+0,2.6089E+0,2.3996E+0,
359991,2.4402E+0,2.3765E+0,2.4386E+0,2.4270E+0,
359999,1.0744E+0,1.1101E+0,1.1481E+0,1.1393E+0,
360009,2.3141E+0,2.1229E+0,1.9319E+0,2.0274E+0,
360010,2.1375E+0,1.9917E+0,2.0492E+0,2.0820E+0,
360021,1.0744E+0,1.1102E+0,1.1481E+0,1.1394E+0,
360071,1.0743E+0,1.1102E+0,1.1481E+0,1.1394E+0,
360095,1.0746E+0,1.1102E+0,1.1482E+0,1.1394E+0,
360130,1.0743E+0,1.1102E+0,1.1483E+0,1.1393E+0,
360256,2.2885E+0,2.1914E+0,2.1693E+0,2.1874E+0,
360274,2.3882E+0,2.2851E+0,2.1242E+0,2.1649E+0,
360329,1.7010E+0,1.6850E+0,1.1517E+0,1.1396E+0,
360330,2.2955E+0,2.0848E+0,1.9955E+0,2.1205E+0,
360333,1.0745E+0,1.1102E+0,1.1481E+0,1.1390E+0,
360397,1.8718E+0,1.8303E+0,1.8265E+0,1.7012E+0,
360406,3.0243E+0,2.8923E+0,2.7887E+0,2.8695E+0,
360460,2.4189E+0,2.3528E+0,2.2640E+0,2.2614E+0,
360504,1.0744E+0,1.1101E+0,1.1483E+0,1.1390E+0,
360511,1.9725E+0,1.8805E+0,1.9410E+0,1.9310E+0,
360512,2.5462E+0,2.4172E+0,2.2856E+0,2.3145E+0,
360546,2.9727E+0,2.8863E+0,2.9942E+0,3.0294E+0,
360587,1.0746E+0,1.1107E+0,1.1483E+0,1.1390E+0,
360622,2.0506E+0,1.7846E+0,1.8429E+0,1.9756E+0,
360655,1.1925E+0,1.1103E+0,1.1485E+0,1.1396E+0,
360657,1.8946E+0,1.6526E+0,1.4658E+0,1.5953E+0,
360674,2.1887E+0,1.9867E+0,1.9390E+0,2.0655E+0,
360742,1.0750E+0,1.1101E+0,1.1484E+0,1.1390E+0,
360756,1.5341E+0,1.1540E+0,1.1483E+0,1.1392E+0,
360783,2.4635E+0,2.4426E+0,2.4003E+0,2.3552E+0,
360901,3.0678E+0,2.9573E+0,2.9210E+0,2.9788E+0,
360902,1.2209E+0,1.0941E+0,1.1552E+0,1.1149E+0,
360968,2.1607E+0,2.0777E+0,1.9436E+0,1.9622E+0,
360999,1.0744E+0,1.1102E+0,1.1482E+0,1.1390E+0,
361003,1.0744E+0,1.1102E+0,1.1480E+0,1.1390E+0,
361025,2.9251E+0,2.8746E+0,2.7348E+0,2.7366E+0,
361052,1.0744E+0,1.1102E+0,1.1483E+0,1.1390E+0,
361129,2.2651E+0,2.1824E+0,2.0242E+0,2.0357E+0,
361152,1.0756E+0,1.1102E+0,1.1483E+0,1.1394E+0,
361168,2.6850E+0,2.6307E+0,2.4151E+0,2.4021E+0,
361203,1.0744E+0,1.1100E+0,1.1483E+0,1.1392E+0,
361205,2.5305E+0,2.4977E+0,2.3168E+0,2.2703E+0,
361235,1.0746E+0,1.1105E+0,1.1484E+0,1.1390E+0,
361266,1.0793E+0,1.1107E+0,1.1490E+0,1.1397E+0,
361270,1.0753E+0,1.1113E+0,1.1483E+0,1.1391E+0,
361292,2.5934E+0,2.6231E+0,2.5197E+0,2.4202E+0,
361378,1.1909E+0,1.1103E+0,1.1482E+0,1.1392E+0,
361407,1.0745E+0,1.1101E+0,1.1481E+0,1.1391E+0,
361437,2.4816E+0,2.4620E+0,2.5823E+0,2.5231E+0,
361439,1.0757E+0,1.1107E+0,1.1483E+0,1.1392E+0,
361481,2.8461E+0,2.6285E+0,2.6189E+0,2.7329E+0,
361601,1.6165E+0,1.2900E+0,1.5586E+0,1.5633E+0,
361632,2.2084E+0,2.2385E+0,2.1989E+0,2.0727E+0,
361754,3.0073E+0,2.9347E+0,2.6742E+0,2.6931E+0,
361766,1.0743E+0,1.1100E+0,1.1483E+0,1.1392E+0,
361789,1.0746E+0,1.1102E+0,1.1482E+0,1.1393E+0,
361825,2.1964E+0,2.2250E+0,2.1878E+0,2.0630E+0,
361858,1.8849E+0,1.9077E+0,1.7461E+0,1.5179E+0,
361978,1.8506E+0,1.1923E+0,1.1492E+0,1.3446E+0,
361997,2.8894E+0,2.7848E+0,2.6542E+0,2.6981E+0,
361998,1.9579E+0,1.9157E+0,1.7153E+0,1.6370E+0,
361999,1.0749E+0,1.1328E+0,1.1669E+0,1.1618E+0,
362004,1.0747E+0,1.1102E+0,1.1485E+0,1.1393E+0,
362017,2.1775E+0,2.1857E+0,2.0254E+0,1.9036E+0,
362044,2.0585E+0,1.8912E+0,1.3475E+0,1.5462E+0,
362083,1.0749E+0,1.1104E+0,1.1483E+0,1.1394E+0,
362085,1.0749E+0,1.1102E+0,1.1489E+0,1.1394E+0,
362178,1.8029E+0,1.5305E+0,1.2712E+0,1.3517E+0,
362214,2.4369E+0,2.2588E+0,2.0997E+0,2.1681E+0,
362222,1.0744E+0,1.1103E+0,1.1480E+0,1.1392E+0,
362223,1.0880E+0,1.1133E+0,1.1547E+0,1.1425E+0,
362223,1.5475E+0,1.3039E+0,1.3939E+0,1.3489E+0,
362253,1.7906E+0,1.6835E+0,1.8976E+0,1.6663E+0,
362298,2.4477E+0,2.3041E+0,2.3281E+0,2.3798E+0,
362307,3.4999E+0,3.4966E+0,3.3179E+0,3.2201E+0,
362313,3.1614E+0,3.1304E+0,3.0530E+0,3.0497E+0,
362320,2.7736E+0,2.7145E+0,2.5891E+0,2.5948E+0,
362357,2.0991E+0,2.0041E+0,2.0417E+0,2.0461E+0,
362367,1.0745E+0,1.1102E+0,1.1483E+0,1.1392E+0,
362397,1.3467E+0,1.1109E+0,1.1483E+0,1.1396E+0,
362456,1.0744E+0,1.1100E+0,1.1480E+0,1.1395E+0,
362459,2.0236E+0,2.0521E+0,2.0325E+0,1.8906E+0,
362473,1.0758E+0,1.1121E+0,1.1485E+0,1.1393E+0,
362490,1.0749E+0,1.1102E+0,1.1483E+0,1.1395E+0,
362502,1.9914E+0,1.7415E+0,1.4380E+0,1.6819E+0,
362547,1.4439E+0,1.1133E+0,1.1485E+0,1.1397E+0,
362585,2.2191E+0,2.1664E+0,1.9481E+0,1.9292E+0,
362648,1.0744E+0,1.1102E+0,1.1483E+0,1.1394E+0,
362705,2.3907E+0,2.3643E+0,2.3215E+0,2.2774E+0,
362738,1.9717E+0,2.0050E+0,1.9778E+0,1.8330E+0,
362925,1.6833E+0,1.2044E+0,1.1483E+0,1.1396E+0,
362930,1.7172E+0,1.1416E+0,1.2053E+0,1.4521E+0,
362996,2.3335E+0,2.1187E+0,1.9738E+0,2.0922E+0,
362999,1.0744E+0,1.1100E+0,1.1480E+0,1.1392E+0,
363014,2.1546E+0,2.1384E+0,2.1997E+0,2.1070E+0,
363022,2.0322E+0,2.0155E+0,1.9229E+0,1.8397E+0,
363028,2.1107E+0,1.9998E+0,1.6751E+0,1.7296E+0,
363036,1.0742E+0,1.1102E+0,1.1483E+0,1.1392E+0,
363102,1.0790E+0,1.1101E+0,1.1482E+0,1.1396E+0,
363132,2.9527E+0,2.8107E+0,2.7446E+0,2.8322E+0,
363140,1.0744E+0,1.1102E+0,1.1484E+0,1.1395E+0,
363158,2.1394E+0,1.9546E+0,1.6736E+0,1.8830E+0,
363189,1.0742E+0,1.1101E+0,1.1481E+0,1.1394E+0,
363194,2.4135E+0,2.4206E+0,2.2898E+0,2.2043E+0,
363205,2.6481E+0,2.5850E+0,2.3815E+0,2.3821E+0,
363245,2.8934E+0,2.9892E+0,2.7586E+0,2.6091E+0,
363264,1.8146E+0,1.6908E+0,1.1495E+0,1.1399E+0,
363264,1.8177E+0,1.4754E+0,1.3168E+0,1.2486E+0,
363341,1.0925E+0,1.1268E+0,1.1484E+0,1.1394E+0,
363352,1.6763E+0,1.6426E+0,1.1500E+0,1.1398E+0,
363357,1.0742E+0,1.1102E+0,1.1482E+0,1.1394E+0,
363448,1.4264E+0,1.1136E+0,1.1487E+0,1.1396E+0,
363493,2.0288E+0,2.0136E+0,1.9891E+0,1.9150E+0,
363560,1.8147E+0,1.1591E+0,1.1498E+0,1.4628E+0,
363567,2.5532E+0,2.4903E+0,2.3929E+0,2.3850E+0,
363588,1.7853E+0,1.5825E+0,1.1488E+0,1.1398E+0,
363600,2.1022E+0,2.1097E+0,1.9777E+0,1.8457E+0,
363618,1.7494E+0,1.5405E+0,1.1489E+0,1.1396E+0,
363629,1.9786E+0,1.8601E+0,1.3064E+0,1.3285E+0,
363641,1.0743E+0,1.1100E+0,1.1483E+0,1.1392E+0,
363665,1.0749E+0,1.1102E+0,1.1484E+0,1.1393E+0,
363729,1.0743E+0,1.1101E+0,1.1483E+0,1.1393E+0,
363829,1.0744E+0,1.1102E+0,1.1482E+0,1.1392E+0,
363831,1.7043E+0,1.1117E+0,1.5827E+0,1.5974E+0,
363849,2.8443E+0,2.8357E+0,2.7229E+0,2.6840E+0,
363854,2.7391E+0,2.6299E+0,2.4603E+0,2.4979E+0,
363857,2.0494E+0,1.8886E+0,1.4563E+0,1.6646E+0,
363871,1.8901E+0,1.7589E+0,1.1512E+0,1.1409E+0,
363887,1.0757E+0,1.1107E+0,1.1527E+0,1.1394E+0,
363926,2.7794E+0,2.7506E+0,2.8005E+0,2.7778E+0,
363970,1.7362E+0,1.1127E+0,1.1485E+0,1.1405E+0,
363991,1.9383E+0,1.6498E+0,1.1507E+0,1.2503E+0,
363999,1.0744E+0,1.1100E+0,1.1480E+0,1.1395E+0,
364000,1.3010E+0,1.1584E+0,1.2617E+0,1.1991E+0,
364035,2.5116E+0,2.4070E+0,2.2723E+0,2.3014E+0,
364055,1.0743E+0,1.1101E+0,1.1481E+0,1.1394E+0,
364103,1.1174E+0,1.1108E+0,1.1482E+0,1.1394E+0,
364103,1.5149E+0,1.1851E+0,1.3736E+0,1.2565E+0,
364120,1.0744E+0,1.1103E+0,1.1480E+0,1.1393E+0,
364171,1.0757E+0,1.1105E+0,1.1483E+0,1.1393E+0,
364189,1.0742E+0,1.1100E+0,1.1482E+0,1.1393E+0,
364200,1.0743E+0,1.1100E+0,1.1482E+0,1.1392E+0,
364202,2.0844E+0,2.1216E+0,2.0305E+0,1.8909E+0,
364228,1.0748E+0,1.1105E+0,1.1485E+0,1.1392E+0,
364306,1.3245E+0,1.3857E+0,1.1496E+0,1.1394E+0,
364346,2.0875E+0,1.8118E+0,1.9944E+0,2.0454E+0,
364426,1.9326E+0,1.9084E+0,1.4801E+0,1.2109E+0,
364449,1.9812E+0,1.7611E+0,1.5440E+0,1.7094E+0,
364465,2.8435E+0,2.7419E+0,2.7541E+0,2.7948E+0,
364560,1.8996E+0,1.3644E+0,1.8568E+0,1.8736E+0,
364563,1.0742E+0,1.1100E+0,1.1480E+0,1.1392E+0,
364591,1.9527E+0,1.8300E+0,1.8769E+0,1.8783E+0,
364596,1.1943E+0,1.1219E+0,1.1564E+0,1.1401E+0,
364601,1.8957E+0,1.9415E+0,1.7577E+0,1.4942E+0,
364607,2.5678E+0,2.6810E+0,2.6471E+0,2.4857E+0,
364683,2.0133E+0,1.9191E+0,1.7087E+0,1.7301E+0,
364718,1.0744E+0,1.1101E+0,1.1483E+0,1.1394E+0,
364730,1.0744E+0,1.1102E+0,1.1480E+0,1.1394E+0,
364747,2.2987E+0,2.2348E+0,2.3154E+0,2.3073E+0,
364824,1.0742E+0,1.1100E+0,1.1483E+0,1.1393E+0,
364828,1.8463E+0,1.4848E+0,1.1486E+0,1.1401E+0,
364854,2.0470E+0,2.0779E+0,1.9754E+0,1.8180E+0,
364854,1.2387E+0,1.1524E+0,1.1724E+0,1.1822E+0,
364867,1.0742E+0,1.1101E+0,1.1482E+0,1.1394E+0,
364895,2.2307E+0,2.1885E+0,2.0810E+0,2.0492E+0,
364911,2.1281E+0,2.1716E+0,2.0879E+0,1.9437E+0,
364957,2.1709E+0,2.2092E+0,2.1913E+0,2.0635E+0,
364987,1.3543E+0,1.1999E+0,1.3570E+0,1.1677E+0,
364999,1.0744E+0,1.1100E+0,1.1480E+0,1.1394E+0,
365036,2.1439E+0,2.0333E+0,1.9946E+0,2.0301E+0,
365040,1.9570E+0,1.5235E+0,1.4518E+0,1.7660E+0,
365049,1.0745E+0,1.1102E+0,1.1480E+0,1.1394E+0,
365092,3.0168E+0,3.1903E+0,3.2056E+0,2.9877E+0,
365123,2.1710E+0,2.0680E+0,1.8084E+0,1.8775E+0,
365124,1.0978E+0,1.2073E+0,1.2273E+0,1.2315E+0,
365231,2.1364E+0,1.9845E+0,1.8033E+0,1.9265E+0,
365265,1.7393E+0,1.1973E+0,1.3342E+0,1.5352E+0,
365398,2.4751E+0,2.5028E+0,2.4656E+0,2.3736E+0,
365435,2.7641E+0,2.7139E+0,2.7238E+0,2.7189E+0,
365437,1.0749E+0,1.1102E+0,1.1478E+0,1.1392E+0,
365443,2.6626E+0,2.5985E+0,2.4384E+0,2.4321E+0,
365462,2.2920E+0,2.2951E+0,2.2585E+0,2.1714E+0,
