Timestamp,Channel1,Channel2,Channel3,Channel4 
174383496,2.1273E+0,2.1856E+0,2.1015E+0,1.9803E+0,
174383499,2.1095E+0,1.9791E+0,2.0608E+0,2.1076E+0,
174383523,1.0535E+0,1.1065E+0,1.1204E+0,1.1113E+0,
174383571,1.7624E+0,1.4753E+0,1.1228E+0,1.2332E+0,
174383576,2.3157E+0,2.1062E+0,1.9889E+0,2.1607E+0,
174383595,3.5334E+0,3.2065E+0,3.0441E+0,3.3994E+0,
174383661,2.3233E+0,2.1103E+0,1.8993E+0,2.1021E+0,
174383759,2.0737E+0,2.0722E+0,2.1781E+0,2.0367E+0,
174383819,2.6634E+0,2.5530E+0,2.3773E+0,2.4610E+0,
174383827,2.2385E+0,2.0054E+0,2.1136E+0,2.2016E+0,
174383861,1.8385E+0,1.8086E+0,1.3211E+0,1.1671E+0,
174383877,3.3504E+0,3.3780E+0,3.4482E+0,3.4133E+0,
174383906,2.8524E+0,2.7086E+0,2.7758E+0,2.8849E+0,
174383923,1.0493E+0,1.0845E+0,1.1198E+0,1.1112E+0,
174383929,3.4707E+0,3.2342E+0,3.0586E+0,3.2837E+0,
174383931,2.7051E+0,2.7933E+0,2.9644E+0,2.7552E+0,
174383978,1.0495E+0,1.0844E+0,1.1198E+0,1.1111E+0,
174383979,1.2146E+0,1.5862E+0,1.1432E+0,1.1075E+0,
174383999,1.0493E+0,1.0844E+0,1.1198E+0,1.1112E+0,
174384024,1.5405E+0,1.0848E+0,1.1199E+0,1.1115E+0,
174384051,2.2201E+0,2.2741E+0,2.1349E+0,2.0090E+0,
174384059,1.0494E+0,1.0845E+0,1.1197E+0,1.1113E+0,
174384065,2.4443E+0,2.4886E+0,2.2953E+0,2.1881E+0,
174384065,2.6088E+0,2.3707E+0,2.2056E+0,2.3487E+0,
174384150,2.2521E+0,2.3245E+0,2.2084E+0,2.0846E+0,
174384160,1.3777E+0,1.3102E+0,1.1198E+0,1.1113E+0,
174384162,2.6439E+0,2.6353E+0,2.3468E+0,2.3227E+0,
174384178,2.4141E+0,2.2406E+0,2.2463E+0,2.3486E+0,
174384190,2.8283E+0,3.0357E+0,2.9832E+0,2.8085E+0,
174384222,1.0839E+0,1.0846E+0,1.1198E+0,1.1113E+0,
174384362,3.0978E+0,3.1892E+0,2.8063E+0,2.7101E+0,
174384403,2.2726E+0,2.0415E+0,1.7640E+0,2.0077E+0,
174384429,1.2089E+0,1.0853E+0,1.1206E+0,1.1129E+0,
174384437,3.1388E+0,3.3399E+0,2.9950E+0,2.8151E+0,
174384454,1.0494E+0,1.0844E+0,1.1197E+0,1.1113E+0,
174384496,2.2268E+0,2.1504E+0,2.0951E+0,2.1146E+0,
174384529,2.2246E+0,2.2217E+0,2.0996E+0,2.0548E+0,
174384578,3.3108E+0,3.2093E+0,3.2668E+0,3.4183E+0,
174384622,3.5268E+0,3.5240E+0,3.2604E+0,3.3696E+0,
174384639,2.9427E+0,3.0394E+0,2.7393E+0,2.6380E+0,
174384657,2.8036E+0,2.7455E+0,2.3959E+0,2.4365E+0,
174384865,3.1173E+0,3.0471E+0,2.6613E+0,2.7491E+0,
174384884,1.8145E+0,1.5086E+0,1.1200E+0,1.1111E+0,
174384927,2.5101E+0,2.4901E+0,2.3062E+0,2.2919E+0,
174384939,2.4071E+0,2.4198E+0,2.3066E+0,2.2515E+0,
174384999,1.0492E+0,1.0846E+0,1.1199E+0,1.1109E+0,
174385009,3.3578E+0,3.0991E+0,2.8514E+0,3.1161E+0,
174385012,1.1126E+0,1.0854E+0,1.1197E+0,1.1109E+0,
174385087,2.1365E+0,2.1326E+0,1.9780E+0,1.9137E+0,
174385106,2.9027E+0,2.9419E+0,2.7199E+0,2.6876E+0,
174385116,2.3514E+0,2.1890E+0,2.2330E+0,2.3083E+0,
174385124,3.0959E+0,3.2817E+0,2.9559E+0,2.7746E+0,
174385146,1.1655E+0,1.0865E+0,1.1204E+0,1.1114E+0,
174385181,1.0505E+0,1.0845E+0,1.1200E+0,1.1111E+0,
174385190,2.4390E+0,2.3663E+0,2.4274E+0,2.4537E+0,
174385211,3.5356E+0,3.5288E+0,3.4516E+0,3.4196E+0,
174385217,2.1328E+0,1.8580E+0,1.6336E+0,1.9562E+0,
174385228,2.8513E+0,2.7970E+0,2.8647E+0,2.9186E+0,
174385253,3.1212E+0,2.9498E+0,2.8980E+0,3.0721E+0,
174385291,3.5294E+0,3.5102E+0,3.4399E+0,3.4103E+0,
174385304,1.8859E+0,1.8437E+0,1.9139E+0,1.8770E+0,
174385308,1.9006E+0,1.7671E+0,1.1204E+0,1.1117E+0,
174385353,2.2752E+0,2.3053E+0,2.2325E+0,2.1485E+0,
174385354,2.1096E+0,1.9980E+0,1.4755E+0,1.2307E+0,
174385406,2.0645E+0,1.7070E+0,1.8032E+0,1.9763E+0,
174385410,2.3548E+0,2.3046E+0,2.0389E+0,2.0532E+0,
174385485,1.4497E+0,1.0853E+0,1.1196E+0,1.1109E+0,
174385511,2.9566E+0,3.0372E+0,2.7050E+0,2.6196E+0,
174385515,2.1028E+0,2.1531E+0,2.0632E+0,1.9398E+0,
174385533,2.2795E+0,2.3548E+0,2.2755E+0,2.1589E+0,
174385566,2.0859E+0,2.0698E+0,1.7682E+0,1.6412E+0,
174385571,3.1059E+0,3.2301E+0,2.9017E+0,2.7937E+0,
174385576,3.5335E+0,3.5258E+0,3.4404E+0,3.4148E+0,
174385591,2.7377E+0,2.6341E+0,2.6778E+0,2.7523E+0,
174385603,3.3592E+0,3.5237E+0,3.4389E+0,3.2399E+0,
174385625,1.1109E+0,1.0846E+0,1.1197E+0,1.1110E+0,
174385684,1.1455E+0,1.0861E+0,1.1198E+0,1.1111E+0,
174385708,1.7214E+0,1.6442E+0,1.5674E+0,1.4427E+0,
174385810,2.6220E+0,2.6172E+0,2.3312E+0,2.2991E+0,
174385847,2.7386E+0,2.7216E+0,2.6294E+0,2.6396E+0,
174385856,3.5332E+0,3.5266E+0,3.4459E+0,3.4157E+0,
174385932,1.0494E+0,1.0844E+0,1.1197E+0,1.1109E+0,
174385942,2.5608E+0,2.4531E+0,2.5538E+0,2.6128E+0,
174385999,1.0492E+0,1.0844E+0,1.1197E+0,1.1110E+0,
174386029,2.7522E+0,2.8490E+0,3.0187E+0,2.7968E+0,
174386077,3.4723E+0,3.5240E+0,3.1737E+0,3.0477E+0,
174386084,3.5294E+0,3.5220E+0,3.4389E+0,3.4140E+0,
174386234,1.0499E+0,1.0844E+0,1.1198E+0,1.1110E+0,
174386278,1.0492E+0,1.0845E+0,1.1199E+0,1.1111E+0,
174386356,1.9503E+0,1.9515E+0,1.9068E+0,1.8107E+0,
174386361,2.2973E+0,2.3379E+0,2.3614E+0,2.2814E+0,
174386371,1.0492E+0,1.0844E+0,1.1198E+0,1.1111E+0,
174386379,3.5347E+0,3.5276E+0,3.4464E+0,3.4170E+0,
174386389,2.3745E+0,2.3503E+0,2.1589E+0,2.1287E+0,
174386408,1.0494E+0,1.0844E+0,1.1199E+0,1.1109E+0,
174386412,2.0971E+0,2.0085E+0,2.0615E+0,2.0861E+0,
174386412,2.3645E+0,2.3808E+0,2.4025E+0,2.3306E+0,
174386432,2.5706E+0,2.4570E+0,2.3033E+0,2.3738E+0,
174386453,2.4380E+0,2.2966E+0,2.4181E+0,2.4653E+0,
174386471,3.5327E+0,3.5248E+0,3.4433E+0,3.4126E+0,
174386502,3.5286E+0,3.5229E+0,3.4404E+0,3.4097E+0,
174386533,2.4030E+0,2.3322E+0,2.0775E+0,2.1184E+0,
174386587,1.7979E+0,1.7052E+0,1.1205E+0,1.1113E+0,
174386598,2.6791E+0,2.6900E+0,2.4006E+0,2.3648E+0,
174386646,2.3093E+0,2.1945E+0,2.0364E+0,2.1201E+0,
174386669,1.3515E+0,1.0862E+0,1.1202E+0,1.1150E+0,
174386680,2.5549E+0,2.7119E+0,2.5603E+0,2.3889E+0,
174386705,1.6415E+0,1.5664E+0,1.1200E+0,1.1112E+0,
174386737,3.3488E+0,3.3483E+0,3.2843E+0,3.3781E+0,
174386751,2.3750E+0,2.1715E+0,2.0877E+0,2.2375E+0,
174386753,2.2129E+0,2.2474E+0,2.2701E+0,2.1819E+0,
174386778,1.0493E+0,1.0844E+0,1.1197E+0,1.1112E+0,
174386888,2.2390E+0,2.2376E+0,2.1200E+0,2.0722E+0,
174386888,2.4202E+0,2.4861E+0,2.3471E+0,2.2118E+0,
174386915,1.6159E+0,1.0852E+0,1.1199E+0,1.1113E+0,
174386915,1.0873E+0,1.0811E+0,1.1264E+0,1.1093E+0,
174386936,3.2657E+0,3.3033E+0,2.9326E+0,2.9356E+0,
174386967,2.0176E+0,1.5695E+0,1.1204E+0,1.5146E+0,
174386976,2.4101E+0,2.2033E+0,2.1294E+0,2.2654E+0,
174386999,1.0493E+0,1.0846E+0,1.1197E+0,1.1111E+0,
174387003,1.1749E+0,1.0866E+0,1.1197E+0,1.1109E+0,
174387015,2.7094E+0,2.8258E+0,2.8541E+0,2.7499E+0,
174387040,2.1893E+0,2.1470E+0,1.9185E+0,1.8935E+0,
174387062,2.3988E+0,2.2007E+0,2.0926E+0,2.2434E+0,
174387094,2.3413E+0,2.3681E+0,2.3654E+0,2.2984E+0,
174387102,1.0494E+0,1.0844E+0,1.1197E+0,1.1109E+0,
174387113,2.5282E+0,2.4278E+0,2.2343E+0,2.2949E+0,
174387141,2.9089E+0,2.8803E+0,2.6619E+0,2.6984E+0,
174387168,2.7990E+0,2.8699E+0,2.6980E+0,2.6300E+0,
174387181,1.5766E+0,1.1301E+0,1.2276E+0,1.4976E+0,
174387198,1.0494E+0,1.0844E+0,1.1199E+0,1.1111E+0,
174387208,1.0491E+0,1.0845E+0,1.1197E+0,1.1112E+0,
174387282,1.3055E+0,1.0846E+0,1.1197E+0,1.1111E+0,
174387286,1.0493E+0,1.0846E+0,1.1195E+0,1.1111E+0,
174387310,1.0495E+0,1.0846E+0,1.1198E+0,1.1111E+0,
174387338,2.7136E+0,2.7574E+0,2.8960E+0,2.8447E+0,
174387351,3.4448E+0,3.1706E+0,3.4504E+0,3.4205E+0,
174387399,1.0492E+0,1.0845E+0,1.1198E+0,1.1110E+0,
174387413,2.4704E+0,2.4619E+0,2.2440E+0,2.2072E+0,
174387420,2.4712E+0,2.4151E+0,2.3237E+0,2.3426E+0,
174387421,2.1053E+0,1.8704E+0,1.1383E+0,1.4912E+0,
174387464,3.5311E+0,3.5293E+0,3.4428E+0,3.4125E+0,
174387464,2.5474E+0,2.4581E+0,2.4342E+0,2.4962E+0,
174387480,1.4857E+0,1.1386E+0,1.1197E+0,1.1110E+0,
174387543,2.6727E+0,2.6814E+0,2.7232E+0,2.7092E+0,
174387558,2.8893E+0,2.9557E+0,2.9903E+0,2.9520E+0,
174387575,1.1439E+0,1.2321E+0,1.1411E+0,1.1113E+0,
174387639,3.1541E+0,2.9751E+0,2.9291E+0,3.1059E+0,
174387674,2.0116E+0,2.0208E+0,2.0411E+0,1.9642E+0,
174387675,2.8401E+0,2.7585E+0,2.8476E+0,2.9069E+0,
174387691,1.0493E+0,1.0844E+0,1.1197E+0,1.1111E+0,
174387698,1.0498E+0,1.0844E+0,1.1197E+0,1.1113E+0,
174387698,2.9106E+0,2.7729E+0,3.0025E+0,3.0809E+0,
174387718,1.0667E+0,1.0844E+0,1.1198E+0,1.1109E+0,
174387739,2.3569E+0,2.2776E+0,2.1905E+0,2.2181E+0,
174387759,2.6741E+0,2.4505E+0,2.4532E+0,2.6117E+0,
174387811,3.5346E+0,3.5296E+0,3.4464E+0,3.4181E+0,
174387842,3.5288E+0,3.5220E+0,3.4382E+0,3.4096E+0,
174387848,1.9391E+0,1.7182E+0,1.2580E+0,1.5034E+0,
174387852,1.6048E+0,1.6059E+0,1.6430E+0,1.5018E+0,
174387893,3.1805E+0,3.4106E+0,3.4407E+0,3.3131E+0,
174387897,1.0494E+0,1.0843E+0,1.1197E+0,1.1111E+0,
174387924,2.6316E+0,2.5823E+0,2.4107E+0,2.4315E+0,
174387932,2.5355E+0,2.3010E+0,2.1143E+0,2.2662E+0,
174387999,1.0492E+0,1.0846E+0,1.1199E+0,1.1111E+0,
174388004,1.0492E+0,1.0844E+0,1.1199E+0,1.1110E+0,
174388053,2.1509E+0,2.1092E+0,1.8323E+0,1.8322E+0,
174388082,2.0756E+0,2.0220E+0,2.0761E+0,2.0616E+0,
174388182,2.6417E+0,2.4384E+0,2.2890E+0,2.4498E+0,
174388211,3.1539E+0,3.0590E+0,3.1007E+0,3.2185E+0,
174388248,3.1643E+0,3.2056E+0,3.0903E+0,3.0929E+0,
174388253,1.0492E+0,1.0844E+0,1.1199E+0,1.1109E+0,
174388274,2.2014E+0,1.9758E+0,2.1430E+0,2.1874E+0,
174388290,3.5357E+0,3.5288E+0,3.4470E+0,3.4125E+0,
174388307,2.3305E+0,2.1738E+0,2.0837E+0,2.1914E+0,
174388331,2.6763E+0,2.7643E+0,2.5602E+0,2.4689E+0,
174388341,3.3018E+0,3.2851E+0,2.8345E+0,2.8881E+0,
174388360,1.8401E+0,1.1691E+0,1.1202E+0,1.3720E+0,
174388363,2.8962E+0,3.0796E+0,3.2115E+0,2.9026E+0,
174388406,1.1171E+0,1.0846E+0,1.1199E+0,1.1116E+0,
174388429,1.0492E+0,1.0846E+0,1.1197E+0,1.1112E+0,
174388435,1.5973E+0,1.2153E+0,1.1197E+0,1.1110E+0,
174388461,2.2306E+0,2.1495E+0,1.9895E+0,2.0326E+0,
174388466,1.2101E+0,1.0844E+0,1.1195E+0,1.1113E+0,
174388479,1.7970E+0,1.6159E+0,1.1200E+0,1.1112E+0,
174388480,2.4530E+0,2.3580E+0,2.1266E+0,2.2110E+0,
174388495,2.4116E+0,2.3866E+0,2.1901E+0,2.1627E+0,
174388531,1.6503E+0,1.1874E+0,1.1200E+0,1.1353E+0,
174388559,2.7774E+0,2.7545E+0,2.7823E+0,2.8084E+0,
174388620,3.5345E+0,3.5295E+0,3.4492E+0,3.4186E+0,
174388721,3.5308E+0,3.5238E+0,3.4399E+0,3.4108E+0,
174388770,2.3605E+0,2.3588E+0,2.3156E+0,2.2769E+0,
174388795,1.9234E+0,1.7804E+0,1.1821E+0,1.2536E+0,
174388818,2.1292E+0,2.0519E+0,2.1417E+0,2.1492E+0,
174388825,1.9462E+0,1.9015E+0,1.3300E+0,1.1503E+0,
174388837,1.0492E+0,1.0844E+0,1.1196E+0,1.1111E+0,
174388854,2.5839E+0,2.5595E+0,2.3445E+0,2.3424E+0,
174388858,2.9236E+0,3.1198E+0,2.8890E+0,2.7110E+0,
174388875,2.8148E+0,2.6476E+0,2.5308E+0,2.6767E+0,
174388924,2.3411E+0,2.3568E+0,2.1673E+0,2.0912E+0,
174388936,2.1151E+0,2.0687E+0,1.9529E+0,1.9478E+0,
174388999,1.0492E+0,1.0846E+0,1.1197E+0,1.1109E+0,
174389039,3.2582E+0,3.2704E+0,3.4437E+0,3.4142E+0,
174389078,2.7373E+0,2.7022E+0,2.5740E+0,2.6031E+0,
174389103,1.8370E+0,1.5456E+0,1.6362E+0,1.7616E+0,
174389110,1.8988E+0,1.6488E+0,1.7244E+0,1.8458E+0,
174389143,2.3540E+0,2.2831E+0,2.0207E+0,2.0646E+0,
174389189,3.5290E+0,3.5277E+0,3.4424E+0,3.4129E+0,
174389201,3.3080E+0,3.0288E+0,2.8579E+0,3.1237E+0,
174389214,2.7454E+0,2.6913E+0,2.7150E+0,2.7579E+0,
174389214,2.9805E+0,3.1377E+0,2.9782E+0,2.8577E+0,
174389215,1.0566E+0,1.0968E+0,1.1244E+0,1.1251E+0,
174389229,3.5278E+0,3.5218E+0,3.4296E+0,3.4096E+0,
174389279,2.2791E+0,2.2226E+0,2.2571E+0,2.2537E+0,
174389300,2.0141E+0,2.0132E+0,1.8902E+0,1.7747E+0,
174389373,2.4137E+0,2.2316E+0,2.1529E+0,2.2819E+0,
174389376,1.0611E+0,1.0850E+0,1.1199E+0,1.1112E+0,
174389381,3.5310E+0,3.5252E+0,3.4431E+0,3.4079E+0,
174389403,3.5280E+0,3.5234E+0,3.4400E+0,3.4115E+0,
174389406,2.9753E+0,3.0378E+0,2.8884E+0,2.8547E+0,
174389449,1.9679E+0,1.9493E+0,1.6445E+0,1.4875E+0,
174389474,2.5859E+0,2.4256E+0,2.3002E+0,2.4205E+0,
174389529,2.9771E+0,2.9575E+0,2.9011E+0,2.9389E+0,
174389603,3.3238E+0,3.4470E+0,3.2635E+0,3.2395E+0,
174389628,1.4065E+0,1.2207E+0,1.3484E+0,1.2998E+0,
174389641,2.0059E+0,1.9970E+0,2.1275E+0,1.8821E+0,
174389641,2.0775E+0,1.6433E+0,1.5835E+0,1.6271E+0,
174389644,2.0508E+0,1.9444E+0,1.1863E+0,1.3047E+0,
174389681,2.0511E+0,2.0091E+0,1.5003E+0,1.3257E+0,
174389710,2.7839E+0,2.6803E+0,2.4834E+0,2.5781E+0,
174389714,3.5346E+0,3.5258E+0,3.4432E+0,3.4114E+0,
174389725,3.1334E+0,3.3451E+0,3.2101E+0,3.0531E+0,
174389731,2.7997E+0,2.7557E+0,2.6248E+0,2.6560E+0,
174389794,2.9927E+0,3.1185E+0,2.8839E+0,2.7722E+0,
174389818,2.1265E+0,2.0730E+0,2.1406E+0,2.1328E+0,
174389822,3.5319E+0,3.5224E+0,3.4139E+0,3.4092E+0,
174389874,1.0493E+0,1.0846E+0,1.1198E+0,1.1111E+0,
174389914,3.5306E+0,3.5232E+0,3.4417E+0,3.4130E+0,
174389937,2.4078E+0,2.3597E+0,2.1145E+0,2.1244E+0,
174389957,3.1028E+0,2.8896E+0,2.5972E+0,2.8030E+0,
174389974,1.6565E+0,1.4555E+0,1.1794E+0,1.2674E+0,
174389999,1.0493E+0,1.0845E+0,1.1197E+0,1.1112E+0,
174390004,2.8190E+0,2.6528E+0,2.5277E+0,2.6785E+0,
174390036,2.6510E+0,2.4950E+0,2.2736E+0,2.3968E+0,
174390069,2.4109E+0,2.3844E+0,2.1442E+0,2.1163E+0,
174390080,3.5324E+0,3.5251E+0,3.4405E+0,3.4091E+0,
174390101,2.5070E+0,2.5320E+0,2.3772E+0,2.3091E+0,
174390112,1.3727E+0,1.0876E+0,1.1467E+0,1.2515E+0,
174390117,2.6456E+0,2.6336E+0,2.5536E+0,2.5548E+0,
174390118,2.6420E+0,2.3807E+0,2.3731E+0,2.5024E+0,
174390118,1.8865E+0,1.3269E+0,1.2932E+0,1.3111E+0,
174390140,2.6785E+0,2.6390E+0,2.7574E+0,2.7842E+0,
174390179,3.5313E+0,3.5232E+0,3.4430E+0,3.4133E+0,
174390221,1.9060E+0,1.7856E+0,1.1206E+0,1.1118E+0,
174390221,2.5317E+0,2.4132E+0,2.3577E+0,2.4299E+0,
174390244,3.0809E+0,3.0132E+0,3.0676E+0,3.1479E+0,
174390258,2.4154E+0,2.2261E+0,2.0811E+0,2.2270E+0,
174390270,2.7848E+0,2.8046E+0,2.8429E+0,2.8309E+0,
174390278,2.6311E+0,2.4230E+0,2.3306E+0,2.4852E+0,
174390283,1.0492E+0,1.0845E+0,1.1197E+0,1.1111E+0,
174390373,1.0494E+0,1.0844E+0,1.1198E+0,1.1111E+0,
174390379,2.3917E+0,2.3139E+0,2.3700E+0,2.3915E+0,
174390379,2.1353E+0,1.6722E+0,1.5387E+0,1.6198E+0,
174390428,3.5326E+0,3.5266E+0,3.4162E+0,3.4138E+0,
174390436,2.1533E+0,2.0191E+0,1.4618E+0,1.7538E+0,
174390442,3.5289E+0,3.5224E+0,3.4408E+0,3.4096E+0,
174390462,1.0492E+0,1.0844E+0,1.1198E+0,1.1112E+0,
174390488,1.9181E+0,1.9290E+0,1.4609E+0,1.1531E+0,
174390543,3.2669E+0,3.2712E+0,3.1997E+0,3.2543E+0,
174390554,2.1914E+0,2.1130E+0,2.0156E+0,2.0498E+0,
174390555,3.5293E+0,3.5221E+0,3.4399E+0,3.4111E+0,
174390573,1.7778E+0,1.6318E+0,1.2673E+0,1.2305E+0,
174390633,1.0492E+0,1.0846E+0,1.1199E+0,1.1111E+0,
174390636,1.0493E+0,1.0844E+0,1.1197E+0,1.1112E+0,
174390655,2.1341E+0,2.1496E+0,2.1710E+0,2.0988E+0,
174390677,3.3651E+0,3.5240E+0,3.4083E+0,3.1160E+0,
174390690,2.3357E+0,2.3012E+0,2.1097E+0,2.0868E+0,
174390698,2.7941E+0,2.9842E+0,3.0356E+0,2.7831E+0,
174390915,2.4271E+0,2.4956E+0,2.4767E+0,2.3916E+0,
174390999,1.0493E+0,1.0845E+0,1.1198E+0,1.1113E+0,
174391059,1.0495E+0,1.0844E+0,1.1200E+0,1.1112E+0,
174391072,3.5328E+0,3.3898E+0,3.0726E+0,3.3631E+0,
174391089,2.8160E+0,2.7082E+0,2.6660E+0,2.7634E+0,
174391106,3.2805E+0,2.9909E+0,3.2675E+0,3.4045E+0,
174391176,2.4991E+0,2.3406E+0,2.4543E+0,2.5172E+0,
174391179,2.8456E+0,2.9069E+0,2.9213E+0,2.8866E+0,
174391191,2.2571E+0,2.2529E+0,2.1440E+0,2.0912E+0,
174391194,2.1346E+0,1.9564E+0,1.9641E+0,2.0616E+0,
174391199,2.8246E+0,2.8589E+0,2.8751E+0,2.8528E+0,
174391248,3.1396E+0,3.2682E+0,3.0469E+0,2.9655E+0,
174391270,2.8001E+0,2.5546E+0,2.4442E+0,2.6307E+0,
174391294,1.0493E+0,1.0846E+0,1.1197E+0,1.1111E+0,
174391319,3.5328E+0,3.5179E+0,3.4428E+0,3.4145E+0,
174391329,1.8261E+0,1.4753E+0,1.3277E+0,1.5165E+0,
174391347,2.9717E+0,2.7854E+0,3.0030E+0,3.0933E+0,
174391355,3.0385E+0,3.0298E+0,2.8934E+0,2.9297E+0,
174391522,2.2379E+0,2.0658E+0,1.9164E+0,2.0829E+0,
174391533,2.4265E+0,2.4558E+0,2.3325E+0,2.2758E+0,
174391544,3.0066E+0,3.1423E+0,3.0207E+0,2.9267E+0,
174391549,2.4654E+0,2.3581E+0,2.2771E+0,2.3334E+0,
174391560,1.7715E+0,1.8247E+0,1.7103E+0,1.5184E+0,
174391575,1.0491E+0,1.0844E+0,1.1199E+0,1.1109E+0,
174391592,3.1554E+0,3.3595E+0,3.0166E+0,2.8317E+0,
174391631,2.8941E+0,2.9067E+0,2.8954E+0,2.8976E+0,
174391658,1.0492E+0,1.0844E+0,1.1197E+0,1.1113E+0,
174391727,1.0492E+0,1.0845E+0,1.1199E+0,1.1112E+0,
174391770,2.2479E+0,2.2317E+0,2.3170E+0,2.2837E+0,
174391797,3.5333E+0,3.4109E+0,2.9832E+0,3.2357E+0,
174391822,2.5138E+0,2.4968E+0,2.2383E+0,2.2131E+0,
174391834,3.1317E+0,3.1748E+0,2.7627E+0,2.7332E+0,
174391838,2.5856E+0,2.4948E+0,2.2064E+0,2.2630E+0,
174391856,3.0848E+0,2.9650E+0,2.8465E+0,2.9796E+0,
174391873,2.2198E+0,2.2393E+0,2.0630E+0,1.9654E+0,
174391881,2.4850E+0,2.3778E+0,2.4121E+0,2.4691E+0,
174391940,2.7539E+0,2.8171E+0,2.9305E+0,2.8799E+0,
174391950,3.5268E+0,3.5262E+0,3.4458E+0,3.3889E+0,
174391999,1.0493E+0,1.0848E+0,1.1199E+0,1.1111E+0,
174392018,2.8065E+0,2.7535E+0,2.8172E+0,2.8728E+0,
174392025,2.6555E+0,2.6039E+0,2.3625E+0,2.3915E+0,
174392045,2.0627E+0,2.0485E+0,2.1921E+0,2.0043E+0,
174392091,1.8284E+0,1.5907E+0,1.1204E+0,1.1117E+0,
174392105,1.4291E+0,1.0845E+0,1.1198E+0,1.1111E+0,
174392117,3.2780E+0,3.0974E+0,3.0382E+0,3.2294E+0,
174392138,2.1974E+0,2.2523E+0,2.1650E+0,2.0468E+0,
174392149,2.9911E+0,2.7459E+0,2.6007E+0,2.8187E+0,
174392158,2.4746E+0,2.5949E+0,2.5551E+0,2.4154E+0,
174392208,2.4448E+0,2.3331E+0,2.1342E+0,2.2057E+0,
174392273,3.5313E+0,3.3170E+0,3.2726E+0,3.4122E+0,
174392302,2.3369E+0,2.1547E+0,2.3109E+0,2.3608E+0,
174392310,2.3168E+0,2.2562E+0,2.2316E+0,2.2432E+0,
174392342,2.1397E+0,2.1799E+0,2.1025E+0,1.9889E+0,
174392359,2.2591E+0,2.0553E+0,2.0388E+0,2.1680E+0,
174392367,1.0497E+0,1.0843E+0,1.1197E+0,1.1110E+0,
174392377,3.5331E+0,3.5262E+0,3.4439E+0,3.4134E+0,
174392409,2.6542E+0,2.7941E+0,2.7884E+0,2.6569E+0,
174392418,3.2431E+0,3.0589E+0,3.1196E+0,3.3102E+0,
174392451,2.7458E+0,2.6924E+0,2.3785E+0,2.4075E+0,
174392473,2.3866E+0,2.1903E+0,2.1686E+0,2.2950E+0,
174392563,2.6495E+0,2.6365E+0,2.5559E+0,2.5531E+0,
174392565,2.4304E+0,2.4850E+0,2.4437E+0,2.3628E+0,
174392617,1.0494E+0,1.0844E+0,1.1197E+0,1.1111E+0,
174392631,2.5688E+0,2.5859E+0,2.4923E+0,2.4596E+0,
174392641,1.0492E+0,1.0844E+0,1.1197E+0,1.1109E+0,
174392654,3.5324E+0,3.5268E+0,3.4445E+0,3.4153E+0,
174392684,2.8344E+0,2.9731E+0,2.9142E+0,2.8060E+0,
174392702,3.0227E+0,3.0526E+0,2.9418E+0,2.9427E+0,
174392720,1.6174E+0,1.2719E+0,1.1198E+0,1.1112E+0,
174392806,2.8337E+0,2.6617E+0,2.6286E+0,2.7722E+0,
174392852,2.5416E+0,2.5283E+0,2.5873E+0,2.5817E+0,
174392853,2.7329E+0,2.5339E+0,2.5220E+0,2.6520E+0,
174392875,3.5336E+0,3.5268E+0,3.1139E+0,3.4097E+0,
174392878,2.5914E+0,2.6767E+0,2.5612E+0,2.4660E+0,
174392890,2.1653E+0,2.2388E+0,2.1830E+0,2.0565E+0,
174392907,1.0494E+0,1.0845E+0,1.1200E+0,1.1113E+0,
174392986,2.5398E+0,2.4880E+0,2.3896E+0,2.4109E+0,
174392999,1.0490E+0,1.0845E+0,1.1197E+0,1.1112E+0,
174393012,1.1352E+0,1.0848E+0,1.1197E+0,1.1111E+0,
174393052,1.0493E+0,1.0844E+0,1.1197E+0,1.1112E+0,
174393063,3.5273E+0,3.5083E+0,3.2696E+0,3.4125E+0,
174393082,2.8536E+0,2.9145E+0,2.5834E+0,2.4934E+0,
174393114,2.6768E+0,2.7877E+0,2.7376E+0,2.6429E+0,
174393127,1.0499E+0,1.0848E+0,1.1196E+0,1.1112E+0,
174393140,2.0488E+0,1.8558E+0,1.7677E+0,1.9172E+0,
174393181,1.0493E+0,1.0844E+0,1.1197E+0,1.1109E+0,
174393275,2.1754E+0,2.0035E+0,1.9902E+0,2.0984E+0,
174393306,2.8155E+0,2.7051E+0,2.7693E+0,2.8557E+0,
174393310,2.2845E+0,2.3245E+0,2.1625E+0,2.0451E+0,
174393338,1.3031E+0,1.0846E+0,1.1199E+0,1.1121E+0,
174393355,2.4525E+0,2.5168E+0,2.4123E+0,2.3311E+0,
174393356,1.0505E+0,1.1293E+0,1.1527E+0,1.1534E+0,
174393358,3.2721E+0,3.1011E+0,2.8421E+0,3.0433E+0,
174393382,2.7280E+0,2.5153E+0,2.3002E+0,2.4549E+0,
174393437,1.9333E+0,1.5379E+0,1.7212E+0,1.8852E+0,
174393480,2.6105E+0,2.6205E+0,2.4452E+0,2.4156E+0,
174393528,2.1876E+0,2.1647E+0,1.9024E+0,1.8207E+0,
174393537,2.8061E+0,2.6971E+0,2.4298E+0,2.5205E+0,
174393551,3.1561E+0,2.9361E+0,2.7338E+0,2.9633E+0,
