TimeStamp,Channel1,Channel2,Channel3,Channel4
218788844.000,11898.000,50031.000,30071.000,56186.000
218788844.000,18595.000,11424.000,54413.000,11919.000
218788844.000,34157.000,42337.000,3338.000,16272.000
218788844.000,39751.000,14397.000,33599.000,35135.000
218788844.000,41075.000,7273.000,63341.000,24944.000
218788844.000,43462.000,5320.000,16579.000,37825.000
218788844.000,43955.000,3245.000,38554.000,55458.000
218788844.000,49312.000,41627.000,17299.000,3479.000
218788844.000,60054.000,17555.000,50057.000,60299.000
218788844.000,64128.000,22136.000,12148.000,47993.000
218788845.000,6525.000,55415.000,6267.000,20093.000
218788845.000,19322.000,54389.000,21851.000,49507.000
218788845.000,20168.000,11201.000,15555.000,11457.000
218788845.000,23496.000,10951.000,60099.000,18113.000
218788845.000,28987.000,35901.000,35647.000,34879.000
218788845.000,40858.000,22936.000,10641.000,20882.000
218788845.000,41160.000,13511.000,55491.000,18113.000
218788845.000,43425.000,61844.000,2462.000,27555.000
218788845.000,52936.000,11975.000,57795.000,17857.000
218788845.000,56498.000,26805.000,38050.000,15008.000
218788846.000,1169.000,2441.000,36239.000,14739.000
218788846.000,3700.000,48754.000,55131.000,52048.000
218788846.000,7880.000,17095.000,59587.000,20161.000
218788846.000,19656.000,8903.000,58819.000,16065.000
218788846.000,24123.000,34365.000,34111.000,35391.000
218788846.000,29383.000,2484.000,4785.000,12481.000
218788846.000,30327.000,11885.000,21105.000,54389.000
218788846.000,38002.000,9320.000,55916.000,58992.000
218788846.000,39368.000,14023.000,54979.000,1729.000
218788846.000,48800.000,20132.000,47252.000,55695.000
218788846.000,57954.000,29770.000,34898.000,25949.000
218788846.000,58498.000,16002.000,46982.000,10115.000
218788846.000,60557.000,3727.000,29584.000,52621.000
218788847.000,3272.000,3527.000,55235.000,18625.000
218788847.000,10640.000,10130.000,13450.000,28294.000
218788847.000,12123.000,41535.000,12351.000,34623.000
218788847.000,13451.000,50315.000,35206.000,10372.000
218788847.000,22587.000,34109.000,33599.000,34623.000
218788847.000,25800.000,16071.000,56515.000,17601.000
218788847.000,35455.000,51827.000,30571.000,45686.000
218788847.000,38010.000,14963.000,2141.000,43114.000
218788847.000,45236.000,45990.000,61092.000,11953.000
218788847.000,52283.000,33853.000,33855.000,35135.000
218788847.000,55157.000,27503.000,61796.000,42089.000
218788848.000,2181.000,54138.000,40822.000,63615.000
218788848.000,5818.000,14772.000,47525.000,36781.000
218788848.000,24635.000,34877.000,34367.000,34367.000
218788848.000,26427.000,36413.000,33343.000,34367.000
218788848.000,32120.000,4470.000,8826.000,58745.000
218788848.000,53051.000,34365.000,33855.000,35647.000
218788848.000,54136.000,24947.000,24432.000,37746.000
218788848.000,60269.000,21607.000,27210.000,24396.000
218788848.000,61061.000,59005.000,2936.000,43390.000
218788849.000,648.000,59014.000,46979.000,25987.000
218788849.000,2440.000,51071.000,16520.000,1162.000
218788849.000,3338.000,47571.000,45996.000,46803.000
218788849.000,3643.000,34365.000,33343.000,34879.000
218788849.000,5760.000,42879.000,34430.000,7804.000
218788849.000,16485.000,23367.000,61247.000,36421.000
218788849.000,22154.000,40840.000,63871.000,61310.000
218788849.000,24776.000,21192.000,8620.000,59568.000
218788849.000,31380.000,25493.000,24472.000,18838.000
218788849.000,32200.000,3015.000,52163.000,15297.000
218788849.000,37979.000,64354.000,5721.000,50503.000
218788849.000,42908.000,63902.000,25235.000,2448.000
218788849.000,57941.000,11072.000,48959.000,35135.000
218788849.000,65216.000,60346.000,15808.000,20161.000
218788850.000,11124.000,31597.000,41541.000,44877.000
218788850.000,28253.000,22098.000,19011.000,60228.000
218788850.000,29612.000,21152.000,12447.000,2474.000
218788850.000,53917.000,39324.000,3220.000,24726.000
218788850.000,58007.000,1422.000,34199.000,8091.000
218788850.000,60072.000,38568.000,12457.000,62123.000
218788851.000,2436.000,2181.000,22924.000,17539.000
218788851.000,9053.000,23869.000,64831.000,50253.000
218788851.000,9625.000,25238.000,27781.000,6535.000
218788851.000,18328.000,56475.000,14218.000,39814.000
218788851.000,20539.000,35901.000,34367.000,34111.000
218788851.000,23867.000,34877.000,34111.000,34623.000
218788851.000,38459.000,34365.000,34111.000,34623.000
218788851.000,41033.000,36431.000,7231.000,36671.000
218788851.000,42439.000,62393.000,41135.000,16318.000
218788851.000,59526.000,5252.000,15477.000,60533.000
218788851.000,64584.000,31294.000,42303.000,35391.000
218788852.000,6065.000,939.000,38323.000,27065.000
218788852.000,13722.000,56479.000,59306.000,3484.000
218788852.000,19846.000,30341.000,41865.000,52360.000
218788852.000,21366.000,50032.000,39027.000,29301.000
218788852.000,32456.000,30408.000,22211.000,36545.000
218788852.000,50777.000,62.000,19013.000,11603.000
218788852.000,58568.000,22471.000,48323.000,18113.000
218788853.000,11860.000,1365.000,20822.000,50503.000
218788853.000,16206.000,26941.000,34111.000,34879.000
218788853.000,34478.000,48317.000,26546.000,64936.000
218788853.000,35739.000,20368.000,37789.000,46752.000
218788853.000,57779.000,4520.000,63916.000,3765.000
218788854.000,571.000,36413.000,33855.000,35135.000
218788854.000,4296.000,27080.000,4803.000,30145.000
218788854.000,8343.000,29323.000,7298.000,31884.000
218788854.000,11579.000,43581.000,35647.000,35647.000
218788854.000,13883.000,47421.000,33855.000,34879.000
218788854.000,30327.000,61046.000,8309.000,11891.000
218788854.000,38794.000,4739.000,63608.000,8316.000
218788854.000,42043.000,34109.000,34111.000,34623.000
218788854.000,44091.000,34109.000,34367.000,33599.000
218788854.000,45979.000,6543.000,48021.000,2459.000
218788854.000,57992.000,49538.000,13174.000,63611.000
218788855.000,650.000,47496.000,23937.000,15233.000
218788855.000,5260.000,32143.000,64390.000,65409.000
218788855.000,5747.000,37466.000,23141.000,25455.000
218788855.000,14478.000,27030.000,1681.000,35977.000
218788855.000,17751.000,14162.000,30527.000,35647.000
218788855.000,23441.000,62089.000,10628.000,20106.000
218788855.000,26029.000,7843.000,54930.000,51356.000
218788855.000,33636.000,18536.000,50009.000,60231.000
218788855.000,38223.000,20807.000,9285.000,26432.000
218788855.000,42115.000,11899.000,18302.000,45954.000
218788855.000,55915.000,9836.000,2410.000,54884.000
218788855.000,57254.000,17818.000,21129.000,4240.000
218788855.000,59487.000,46919.000,59711.000,35135.000
218788856.000,1923.000,3964.000,2158.000,1397.000
218788856.000,7858.000,20140.000,47529.000,37552.000
218788856.000,30560.000,62311.000,50016.000,24653.000
218788856.000,33958.000,12700.000,45210.000,41379.000
218788856.000,39039.000,1649.000,50271.000,11887.000
218788856.000,55496.000,63688.000,36035.000,53186.000
218788857.000,6344.000,6342.000,4276.000,27581.000
218788857.000,16839.000,10694.000,29362.000,16309.000
218788857.000,18052.000,48010.000,32902.000,21630.000
218788857.000,18300.000,11635.000,20337.000,56690.000
218788857.000,21373.000,31346.000,15983.000,28535.000
218788857.000,26683.000,34109.000,34111.000,34367.000
218788857.000,35718.000,12675.000,14211.000,51588.000
218788857.000,41294.000,57918.000,4671.000,34367.000
218788857.000,42169.000,37817.000,27061.000,20920.000
218788857.000,46733.000,33679.000,7810.000,30845.000
218788857.000,51019.000,31549.000,34111.000,34623.000
218788857.000,58312.000,22215.000,63171.000,25537.000
218788857.000,59506.000,14941.000,37695.000,36422.000
218788858.000,9352.000,16518.000,14723.000,3714.000
218788858.000,11137.000,56452.000,7802.000,25203.000
218788858.000,12610.000,5181.000,34623.000,34367.000
218788858.000,23100.000,829.000,34111.000,35135.000
218788858.000,26222.000,28248.000,36675.000,53082.000
218788858.000,36923.000,34109.000,33855.000,34623.000
218788858.000,38203.000,44349.000,34623.000,34111.000
218788858.000,60616.000,28104.000,8643.000,31937.000
218788859.000,455.000,63175.000,51906.000,47035.000
218788859.000,4735.000,22139.000,4478.000,56447.000
218788859.000,22418.000,41621.000,11144.000,3203.000
218788859.000,34107.000,33853.000,33599.000,35135.000
218788859.000,37505.000,32898.000,5251.000,45952.000
218788859.000,46792.000,10695.000,52922.000,21177.000
218788859.000,49778.000,27249.000,4441.000,8016.000
218788859.000,51072.000,18295.000,16237.000,2165.000
218788860.000,9020.000,41021.000,34623.000,34879.000
218788860.000,9053.000,1912.000,51564.000,57210.000
218788860.000,11942.000,34218.000,36246.000,49553.000
218788860.000,22075.000,35901.000,33855.000,34879.000
218788860.000,31925.000,36528.000,17592.000,49857.000
218788860.000,43705.000,17345.000,4013.000,41896.000
218788860.000,48559.000,41645.000,55701.000,52632.000
218788860.000,57234.000,18060.000,44423.000,5259.000
218788860.000,64315.000,40253.000,34111.000,34879.000
218788861.000,6088.000,29384.000,4547.000,25281.000
218788861.000,6018.000,53645.000,65163.000,15489.000
218788861.000,9019.000,33853.000,34111.000,34623.000
218788861.000,10386.000,10382.000,24712.000,30602.000
218788861.000,18060.000,56972.000,24963.000,46466.000
218788861.000,20875.000,35975.000,59524.000,31109.000
218788861.000,53138.000,1174.000,49034.000,26243.000
218788861.000,54216.000,26568.000,8643.000,29633.000
218788861.000,60616.000,18631.000,55491.000,16577.000
218788861.000,61025.000,46417.000,15423.000,33343.000
218788861.000,62011.000,34365.000,33599.000,34367.000
218788862.000,869.000,41298.000,7743.000,35391.000
218788862.000,11390.000,41342.000,21618.000,27245.000
218788862.000,18364.000,27314.000,31902.000,51626.000
218788862.000,20081.000,10602.000,58446.000,17742.000
218788862.000,32199.000,12999.000,58795.000,28586.000
218788862.000,33171.000,10633.000,65153.000,54408.000
218788862.000,35969.000,42880.000,11127.000,57719.000
218788862.000,49512.000,56665.000,10588.000,29795.000
218788862.000,55355.000,38461.000,35903.000,35135.000
218788862.000,57152.000,57405.000,34367.000,36159.000
218788862.000,63671.000,27567.000,61592.000,60066.000
218788862.000,64639.000,51841.000,65410.000,53118.000
218788863.000,921.000,47773.000,27539.000,19855.000
218788863.000,1917.000,35960.000,61299.000,34933.000
218788863.000,12220.000,14278.000,47278.000,51880.000
218788863.000,14454.000,25196.000,61261.000,26974.000
218788863.000,15745.000,36225.000,18043.000,20856.000
218788863.000,25731.000,27778.000,22137.000,59256.000
218788863.000,26824.000,25544.000,1731.000,39106.000
218788863.000,28548.000,13445.000,53902.000,45186.000
218788863.000,37756.000,9589.000,19570.000,53622.000
218788863.000,47163.000,34109.000,34367.000,34367.000
218788863.000,53661.000,2197.000,31876.000,2953.000
218788863.000,55427.000,17027.000,60283.000,29814.000
218788864.000,2926.000,57713.000,4975.000,61801.000
218788864.000,8308.000,22634.000,3947.000,65392.000
218788864.000,17800.000,28804.000,63872.000,29057.000
218788864.000,18550.000,24950.000,42344.000,42334.000
218788864.000,21599.000,11103.000,14942.000,62293.000
218788864.000,29596.000,26784.000,39313.000,14220.000
218788864.000,36495.000,61062.000,42872.000,52094.000
218788864.000,43323.000,37437.000,34623.000,34879.000
218788864.000,51580.000,8560.000,20576.000,36464.000
218788864.000,51655.000,30921.000,19397.000,17603.000
218788864.000,54384.000,22895.000,4190.000,38229.000
218788864.000,57665.000,1864.000,19519.000,53567.000
218788864.000,64127.000,60279.000,19060.000,45434.000
218788864.000,64854.000,47935.000,57151.000,35135.000
218788865.000,1906.000,37734.000,55143.000,29293.000
218788865.000,25745.000,6807.000,8093.000,1422.000
218788865.000,27050.000,59304.000,35244.000,25775.000
218788865.000,40616.000,24502.000,10154.000,60319.000
218788865.000,52870.000,31368.000,24446.000,39544.000
218788865.000,54677.000,16009.000,25729.000,58506.000
218788865.000,59023.000,34953.000,26752.000,34948.000
218788866.000,346.000,2380.000,34882.000,2371.000
218788866.000,9638.000,1960.000,406.000,61845.000
218788866.000,15257.000,12428.000,899.000,52877.000
218788866.000,18808.000,17018.000,23410.000,4970.000
218788866.000,32827.000,34621.000,34111.000,35135.000
218788866.000,37743.000,39784.000,51519.000,51775.000
218788866.000,50376.000,22216.000,451.000,27329.000
218788866.000,51003.000,34621.000,33855.000,34367.000
218788866.000,65136.000,6255.000,22118.000,20574.000
218788867.000,1381.000,30016.000,22591.000,34879.000
218788867.000,3338.000,15238.000,15745.000,16263.000
218788867.000,16519.000,52092.000,16245.000,55166.000
218788867.000,29317.000,9853.000,1391.000,63095.000
218788867.000,29832.000,19073.000,64374.000,32890.000
218788867.000,33691.000,19865.000,53654.000,50328.000
218788867.000,38715.000,36669.000,34623.000,34623.000
218788867.000,45991.000,62644.000,31403.000,29089.000
218788867.000,50310.000,46980.000,36215.000,43127.000
218788867.000,54422.000,2956.000,38278.000,42125.000
218788867.000,57996.000,43142.000,46219.000,50318.000
218788867.000,58939.000,35133.000,34111.000,34111.000
218788867.000,64447.000,1715.000,26295.000,16833.000
218788868.000,3387.000,38461.000,35135.000,34879.000
218788868.000,13969.000,35464.000,58755.000,48777.000
218788868.000,20625.000,64392.000,61059.000,40329.000
218788868.000,25915.000,34621.000,33599.000,35135.000
218788868.000,34215.000,9388.000,22433.000,46237.000
218788868.000,40841.000,60038.000,29822.000,17535.000
218788868.000,42555.000,43581.000,33599.000,34879.000
218788868.000,49569.000,64167.000,44955.000,31125.000
218788868.000,55099.000,34621.000,33599.000,34623.000
218788868.000,58054.000,36808.000,20670.000,33204.000
218788868.000,60293.000,59267.000,53127.000,31366.000
218788869.000,10696.000,9927.000,41910.000,42177.000
218788869.000,17228.000,35645.000,36671.000,36159.000
218788869.000,26181.000,9790.000,6980.000,58435.000
218788869.000,27503.000,35685.000,56391.000,36945.000
218788869.000,35528.000,23495.000,60355.000,15297.000
218788869.000,36471.000,14713.000,22384.000,1128.000
218788869.000,55867.000,36413.000,34367.000,34367.000
218788869.000,56434.000,55662.000,33394.000,16244.000
218788869.000,59040.000,25763.000,30609.000,7820.000
218788869.000,62096.000,64903.000,56710.000,45708.000
218788869.000,62638.000,7076.000,35752.000,63153.000
218788870.000,638.000,28281.000,55660.000,43632.000
218788870.000,20359.000,50827.000,3473.000,31622.000
218788870.000,28548.000,46468.000,59257.000,20596.000
218788870.000,32875.000,4231.000,48510.000,41085.000
218788870.000,51877.000,10918.000,30368.000,41120.000
218788870.000,56635.000,34621.000,34367.000,34367.000
218788871.000,15489.000,25986.000,8058.000,36982.000
218788871.000,22983.000,62919.000,17593.000,10175.000
218788871.000,32456.000,11463.000,49603.000,15809.000
218788871.000,35486.000,33689.000,10399.000,13731.000
218788871.000,45690.000,23159.000,32376.000,32887.000
218788871.000,46260.000,23475.000,52649.000,64684.000
218788871.000,50754.000,55357.000,33599.000,34367.000
218788872.000,12936.000,61056.000,13695.000,10116.000
218788872.000,15455.000,34634.000,62799.000,3671.000
218788872.000,18065.000,59535.000,37513.000,42634.000
218788872.000,23721.000,49564.000,39077.000,29356.000
218788872.000,26939.000,33597.000,34367.000,35135.000
218788872.000,30779.000,34621.000,33599.000,34879.000
218788872.000,49780.000,53091.000,29282.000,25710.000
218788872.000,50341.000,61859.000,5799.000,18090.000
218788872.000,54670.000,4496.000,56967.000,45443.000
218788872.000,59707.000,34365.000,33599.000,35135.000
218788872.000,65143.000,35688.000,11097.000,8045.000
218788873.000,13905.000,63805.000,35647.000,35136.000
218788873.000,18801.000,60531.000,22635.000,64612.000
218788873.000,41019.000,34365.000,34111.000,35135.000
218788873.000,42696.000,46792.000,19651.000,46274.000
218788873.000,50120.000,12743.000,45507.000,17089.000
218788873.000,58779.000,32666.000,5772.000,11661.000
218788873.000,61107.000,24254.000,43435.000,31649.000
218788873.000,63897.000,49047.000,41364.000,64662.000
218788877.000,2597.000,24871.000,17076.000,16266.000
218788877.000,2628.000,29815.000,28654.000,22096.000
218788877.000,2728.000,41527.000,44557.000,43752.000
218788877.000,2739.000,19501.000,16332.000,17291.000
218788877.000,2758.000,15240.000,15747.000,16263.000
218788877.000,2785.000,50447.000,51071.000,47234.000
218788877.000,2810.000,39143.000,38189.000,33557.000
218788875.000,841.000,26941.000,33599.000,34367.000
218788875.000,10889.000,21126.000,20618.000,11402.000
218788875.000,12974.000,53422.000,49584.000,27058.000
218788875.000,13684.000,14705.000,25716.000,65139.000
218788875.000,18376.000,12999.000,49847.000,40636.000
218788875.000,18491.000,47421.000,36671.000,32319.000
218788875.000,24971.000,7304.000,6539.000,63628.000
218788875.000,25659.000,34365.000,33855.000,34367.000
218788875.000,53057.000,64063.000,7231.000,35135.000
218788875.000,60025.000,30062.000,32604.000,17261.000
218788876.000,1480.000,19655.000,58562.000,35265.000
218788876.000,6291.000,62616.000,44438.000,25745.000
218788876.000,7544.000,47213.000,17736.000,63073.000
218788876.000,10104.000,38523.000,33909.000,12653.000
218788876.000,14921.000,19009.000,13631.000,36927.000
218788876.000,22150.000,9346.000,41341.000,52350.000
218788876.000,28285.000,34940.000,54912.000,5501.000
218788876.000,33177.000,2966.000,4229.000,12678.000
218788876.000,41019.000,34621.000,33855.000,34879.000
218788876.000,59772.000,59260.000,44660.000,14448.000
218788876.000,61557.000,42865.000,26992.000,16753.000
218788876.000,65436.000,21405.000,14221.000,51596.000
218788877.000,18289.000,8535.000,45389.000,23910.000
218788877.000,29567.000,3710.000,6768.000,12396.000
218788877.000,32134.000,20100.000,48778.000,27785.000
218788877.000,41565.000,7508.000,49471.000,35647.000
218788877.000,47931.000,34365.000,34623.000,34367.000
218788877.000,50572.000,36225.000,42880.000,40327.000
218788877.000,55114.000,34631.000,14911.000,34623.000
218788877.000,56123.000,34109.000,33599.000,34111.000
218788877.000,59270.000,20352.000,19313.000,29046.000
218788877.000,62330.000,59001.000,13433.000,33143.000
218788878.000,6600.000,51400.000,27075.000,46018.000
218788878.000,10376.000,15487.000,64895.000,19844.000
218788878.000,11464.000,14279.000,61379.000,11201.000
218788878.000,13256.000,7111.000,49603.000,13505.000
218788878.000,13962.000,12160.000,59777.000,65159.000
218788878.000,26762.000,42378.000,51325.000,60281.000
218788878.000,27285.000,6030.000,52625.000,25493.000
218788878.000,28824.000,27800.000,13203.000,25747.000
218788878.000,32423.000,3737.000,23697.000,28317.000
218788878.000,35899.000,34877.000,33855.000,34623.000
218788878.000,64394.000,41867.000,17807.000,59021.000
218788879.000,4524.000,21942.000,26808.000,35761.000
218788879.000,7257.000,40511.000,54592.000,39499.000
218788879.000,8252.000,49725.000,42047.000,34367.000
218788879.000,10920.000,35994.000,58514.000,35486.000
218788879.000,17552.000,59017.000,36228.000,62601.000
218788879.000,30113.000,56737.000,7586.000,53924.000
218788879.000,49507.000,23647.000,40004.000,46912.000
218788880.000,5778.000,61836.000,50319.000,3986.000
218788880.000,8008.000,58447.000,59458.000,27967.000
218788880.000,9160.000,39112.000,17603.000,39617.000
218788880.000,16297.000,33195.000,932.000,62117.000
218788880.000,28794.000,51319.000,50291.000,16756.000
218788880.000,31176.000,20416.000,51651.000,3265.000
218788880.000,47816.000,14279.000,58051.000,13505.000
218788880.000,47984.000,43130.000,45939.000,40039.000
218788880.000,59031.000,409.000,30872.000,25750.000
218788881.000,2248.000,21703.000,59843.000,21697.000
218788881.000,29896.000,12487.000,34755.000,19393.000
218788881.000,29893.000,62662.000,60867.000,22976.000
218788881.000,49004.000,37987.000,54338.000,28488.000
218788881.000,49215.000,51778.000,64.000,54848.000
218788881.000,53121.000,18550.000,18288.000,64121.000
218788881.000,53112.000,863.000,57950.000,14686.000
218788881.000,61604.000,7834.000,60563.000,35228.000
218788881.000,63362.000,8566.000,46191.000,19577.000
218788881.000,64921.000,32413.000,24462.000,41097.000
218788882.000,3512.000,44467.000,38589.000,57537.000
218788882.000,21134.000,54162.000,57484.000,54151.000
218788882.000,26758.000,7557.000,28025.000,10613.000
218788882.000,33171.000,39320.000,35990.000,656.000
218788882.000,34935.000,12919.000,27248.000,61804.000
218788882.000,39227.000,34877.000,34623.000,34879.000
218788882.000,43704.000,22205.000,64677.000,42401.000
218788882.000,44675.000,13175.000,20585.000,35956.000
218788882.000,52143.000,52392.000,30382.000,436.000
218788883.000,2248.000,30152.000,2493.000,62913.000
218788883.000,3387.000,33853.000,33599.000,34623.000
218788883.000,5496.000,3180.000,62296.000,34153.000
218788883.000,8255.000,6211.000,14143.000,36159.000
218788883.000,14174.000,22104.000,55616.000,34623.000
218788883.000,29565.000,36733.000,60799.000,34684.000
218788883.000,40648.000,11719.000,47535.000,42937.000
218788883.000,41593.000,39033.000,3196.000,28281.000
218788883.000,50345.000,63400.000,19603.000,6805.000
218788883.000,53447.000,48327.000,49347.000,30145.000
218788883.000,53602.000,31080.000,17259.000,41303.000
218788884.000,3271.000,26803.000,15272.000,62905.000
218788884.000,5019.000,1687.000,42397.000,13215.000
218788884.000,18499.000,29759.000,47423.000,34111.000
218788884.000,19887.000,31417.000,57013.000,65454.000
218788884.000,23147.000,61257.000,5185.000,32092.000
218788884.000,26703.000,13395.000,43583.000,59455.000
218788884.000,47234.000,62847.000,11649.000,3338.000
218788884.000,58801.000,29351.000,30378.000,26291.000
218788885.000,155.000,40846.000,29063.000,47506.000
218788885.000,2472.000,60061.000,59559.000,31917.000
218788885.000,16757.000,60535.000,40571.000,28017.000
218788885.000,24972.000,26499.000,35702.000,9085.000
218788885.000,30615.000,23184.000,24974.000,41363.000
218788885.000,32389.000,61566.000,28020.000,33914.000
218788885.000,41295.000,43583.000,34111.000,34111.000
218788885.000,43857.000,25151.000,4417.000,13127.000
218788885.000,45653.000,56140.000,39487.000,36671.000
218788885.000,51831.000,45940.000,15970.000,352.000
218788886.000,1948.000,47765.000,62346.000,5263.000
218788886.000,11835.000,34109.000,33599.000,34623.000
218788886.000,19075.000,64386.000,10104.000,54903.000
218788886.000,21639.000,18300.000,29562.000,24961.000
218788886.000,23496.000,46792.000,29123.000,56002.000
218788886.000,37239.000,1141.000,48484.000,27995.000
218788886.000,39297.000,2170.000,41073.000,4470.000
218788886.000,42390.000,15261.000,11171.000,49812.000
218788886.000,44743.000,64188.000,32164.000,2991.000
218788886.000,50043.000,26740.000,23928.000,56955.000
218788886.000,53819.000,34365.000,33599.000,34623.000
218788886.000,56444.000,55921.000,24698.000,18044.000
218788886.000,56976.000,34710.000,60819.000,57485.000
218788887.000,667.000,1936.000,17815.000,17821.000
218788887.000,873.000,63838.000,3156.000,84.000
218788887.000,4667.000,33853.000,34111.000,35135.000
218788887.000,8251.000,33597.000,33855.000,34879.000
218788887.000,14474.000,44941.000,50827.000,43399.000
218788887.000,14712.000,61046.000,33389.000,48491.000
218788887.000,27775.000,64633.000,28791.000,47995.000
218788887.000,28025.000,56697.000,10877.000,57714.000
218788887.000,29838.000,35221.000,63632.000,39304.000
218788887.000,31906.000,58005.000,42405.000,22696.000
218788887.000,47931.000,36669.000,33855.000,34879.000
218788887.000,62152.000,23496.000,12739.000,38593.000
218788888.000,4779.000,52646.000,40365.000,28082.000
218788888.000,7100.000,182.000,34220.000,48308.000
218788888.000,9092.000,888.000,40306.000,7803.000
218788888.000,19822.000,5484.000,53104.000,4716.000
218788888.000,20608.000,47226.000,58237.000,16511.000
218788888.000,31137.000,27561.000,21163.000,21668.000
218788888.000,36962.000,5203.000,36415.000,35647.000
218788888.000,42106.000,41075.000,12663.000,9081.000
218788888.000,50801.000,3338.000,27293.000,28914.000
218788888.000,60828.000,6032.000,11663.000,49048.000
218788889.000,3272.000,32968.000,8131.000,34753.000
218788889.000,24428.000,57186.000,10830.000,13909.000
218788889.000,28987.000,35389.000,34111.000,35391.000
218788889.000,65339.000,47421.000,34111.000,35135.000
218788890.000,4296.000,25032.000,7619.000,29633.000
218788890.000,14160.000,19261.000,36159.000,35135.000
218788890.000,17022.000,44930.000,17276.000,53365.000
218788890.000,38038.000,38296.000,39318.000,659.000
218788890.000,40518.000,50507.000,49471.000,36159.000
218788890.000,42106.000,43885.000,23655.000,55155.000
218788890.000,60526.000,1899.000,8554.000,40809.000
218788890.000,61824.000,14722.000,1144.000,44401.000
218788891.000,21369.000,25211.000,30069.000,2926.000
218788891.000,28737.000,51517.000,34111.000,34623.000
218788891.000,45733.000,51608.000,18577.000,43421.000
218788891.000,49608.000,38344.000,20163.000,38082.000
218788891.000,63853.000,57179.000,55910.000,56428.000
218788892.000,3992.000,64658.000,46736.000,26516.000
218788892.000,10184.000,20679.000,62915.000,26561.000
218788892.000,10354.000,55151.000,62797.000,54095.000
218788892.000,10304.000,62030.000,14157.000,16201.000
218788892.000,11067.000,36157.000,34111.000,35647.000
218788892.000,15240.000,5769.000,34686.000,10617.000
218788892.000,20624.000,12951.000,29073.000,9097.000
218788892.000,25147.000,35901.000,34623.000,34623.000
218788892.000,25220.000,12159.000,63364.000,23942.000
218788892.000,55657.000,3338.000,24720.000,20532.000
218788892.000,56891.000,34365.000,33855.000,34623.000
218788893.000,17249.000,11841.000,49471.000,62796.000
218788893.000,19096.000,31633.000,25750.000,50587.000
218788893.000,21704.000,32967.000,56242.000,3521.000
218788893.000,40607.000,54693.000,54940.000,63639.000
218788893.000,44676.000,29054.000,1661.000,40320.000
218788893.000,45457.000,53393.000,51848.000,33158.000
218788893.000,50288.000,12660.000,5232.000,32871.000
218788894.000,10811.000,42045.000,34367.000,35135.000
218788894.000,13684.000,53867.000,11365.000,44653.000
218788894.000,14452.000,34165.000,47724.000,41825.000
218788894.000,15975.000,58710.000,50247.000,33108.000
218788894.000,18620.000,31164.000,42674.000,9141.000
218788894.000,20101.000,63620.000,59000.000,51318.000
218788894.000,27713.000,53313.000,5439.000,35647.000
218788894.000,29560.000,8056.000,58477.000,31588.000
218788894.000,31350.000,27760.000,41844.000,48757.000
218788894.000,35962.000,58234.000,3443.000,26224.000
218788894.000,38225.000,15165.000,36671.000,36160.000
218788894.000,38738.000,63037.000,35135.000,35393.000
218788894.000,41855.000,6004.000,33388.000,1910.000
218788894.000,45236.000,62909.000,42676.000,59823.000
218788894.000,56220.000,44699.000,8092.000,59550.000
218788894.000,58824.000,33992.000,451.000,31937.000
218788894.000,58997.000,5498.000,5235.000,12650.000
218788895.000,8136.000,19399.000,63683.000,19905.000
218788895.000,17796.000,21637.000,8328.000,50310.000
218788895.000,21660.000,33178.000,6815.000,59809.000
218788895.000,45512.000,27848.000,3011.000,24001.000
218788895.000,50559.000,33147.000,64379.000,44412.000
218788895.000,54657.000,29565.000,64629.000,45686.000
218788895.000,57240.000,59277.000,35199.000,16773.000
218788895.000,61785.000,22098.000,10559.000,34623.000
218788896.000,5435.000,34365.000,34111.000,34111.000
218788896.000,6826.000,53168.000,10149.000,8353.000
218788896.000,13371.000,34365.000,34111.000,34623.000
218788896.000,27787.000,62086.000,11133.000,9344.000
218788896.000,49979.000,36669.000,34111.000,34623.000
218788896.000,58773.000,14991.000,9617.000,23445.000
218788896.000,59255.000,55924.000,19545.000,33880.000
218788896.000,61299.000,31087.000,44145.000,3952.000
218788897.000,2187.000,9599.000,50564.000,18314.000
218788897.000,5042.000,35509.000,5277.000,61596.000
218788897.000,15038.000,55740.000,50092.000,65457.000
218788897.000,19515.000,35133.000,34367.000,34879.000
218788897.000,24971.000,61322.000,30844.000,22139.000
218788897.000,33156.000,10617.000,9846.000,9341.000
218788897.000,38790.000,16514.000,17523.000,48502.000
218788897.000,38715.000,10829.000,49998.000,846.000
218788897.000,49308.000,60065.000,58795.000,44447.000
218788898.000,5782.000,61084.000,4510.000,10393.000
218788898.000,13942.000,34936.000,64115.000,39532.000
218788898.000,19545.000,20827.000,20293.000,45119.000
218788898.000,24186.000,36733.000,59772.000,373.000
218788898.000,26749.000,54387.000,31861.000,46202.000
218788898.000,31084.000,45157.000,40528.000,21845.000
218788898.000,34107.000,34365.000,34623.000,35135.000
218788898.000,38569.000,23458.000,19611.000,53411.000
218788898.000,40098.000,63405.000,11167.000,20885.000
218788898.000,40512.000,53309.000,34111.000,34879.000
218788898.000,46967.000,37746.000,34386.000,23895.000
218788898.000,57748.000,56978.000,19088.000,16017.000
218788898.000,60817.000,39572.000,59550.000,10130.000
218788899.000,8776.000,61763.000,35903.000,34879.000
218788899.000,18376.000,25032.000,12995.000,58818.000
218788899.000,20888.000,44443.000,8591.000,42892.000
