TimeStamp,Channel1,Channel2,Channel3,Channel4
218789620.000,22075.000,34109.000,33855.000,34879.000
218789620.000,31353.000,62831.000,24935.000,50801.000
218789620.000,38022.000,63104.000,45937.000,37495.000
218789620.000,44208.000,28342.000,46250.000,47270.000
218789620.000,49285.000,3965.000,4468.000,13946.000
218789620.000,54843.000,34109.000,34111.000,34879.000
218789621.000,5302.000,44981.000,60321.000,45732.000
218789621.000,19838.000,50559.000,41858.000,23934.000
218789621.000,29326.000,56202.000,30335.000,6273.000
218789621.000,51283.000,34621.000,39487.000,34879.000
218789621.000,57481.000,41088.000,61308.000,16002.000
218789621.000,61855.000,32681.000,3484.000,53651.000
218789622.000,10143.000,29849.000,57223.000,38028.000
218789622.000,28731.000,34365.000,34111.000,34111.000
218789622.000,35689.000,54349.000,3903.000,36419.000
218789622.000,42098.000,17522.000,33632.000,33104.000
218789622.000,43391.000,55934.000,64885.000,43379.000
218789622.000,50582.000,30355.000,37014.000,62616.000
218789622.000,54331.000,34877.000,34111.000,35391.000
218789622.000,58040.000,56260.000,25266.000,10667.000
218789622.000,58235.000,53884.000,38513.000,45931.000
218789622.000,62119.000,49579.000,62637.000,36011.000
218789622.000,63677.000,63422.000,26810.000,33215.000
218789622.000,64896.000,9087.000,50293.000,26481.000
218789623.000,6343.000,57014.000,32442.000,39617.000
218789623.000,8583.000,55179.000,908.000,15751.000
218789623.000,25739.000,65160.000,58250.000,34443.000
218789623.000,45218.000,8099.000,57751.000,59030.000
218789623.000,48292.000,1455.000,25250.000,663.000
218789623.000,58227.000,23131.000,54114.000,45678.000
218789623.000,60028.000,14705.000,55153.000,50552.000
218789623.000,62641.000,5287.000,8874.000,15795.000
218789624.000,2474.000,32167.000,48299.000,53167.000
218789624.000,3190.000,5479.000,43110.000,40816.000
218789624.000,4667.000,40509.000,33855.000,34367.000
218789624.000,17028.000,2436.000,44158.000,11131.000
218789624.000,28542.000,25211.000,41068.000,30571.000
218789624.000,35717.000,40575.000,25210.000,29566.000
218789624.000,41074.000,11879.000,14423.000,2914.000
218789624.000,49352.000,33220.000,52656.000,18873.000
218789624.000,54934.000,44186.000,18572.000,11143.000
218789624.000,62541.000,45117.000,36159.000,36928.000
218789625.000,1145.000,50804.000,58482.000,48244.000
218789625.000,29310.000,4471.000,46443.000,16497.000
218789625.000,30537.000,10560.000,57407.000,34879.000
218789625.000,51056.000,34645.000,43583.000,35652.000
218789626.000,4992.000,45947.000,10343.000,50286.000
218789626.000,6806.000,22682.000,49823.000,58778.000
218789626.000,6774.000,14420.000,25161.000,850.000
218789626.000,10919.000,48037.000,48016.000,50834.000
218789626.000,29819.000,35197.000,7284.000,34157.000
218789626.000,34923.000,26440.000,3135.000,36688.000
218789626.000,36748.000,65166.000,43155.000,23440.000
218789626.000,45115.000,34621.000,34367.000,34879.000
218789626.000,45705.000,56712.000,17284.000,48004.000
218789626.000,47236.000,38792.000,13952.000,44409.000
218789626.000,48214.000,57179.000,9543.000,35647.000
218789627.000,3468.000,5770.000,44156.000,55675.000
218789627.000,32828.000,8509.000,34367.000,35135.000
218789627.000,43835.000,34109.000,34111.000,34623.000
218789627.000,52576.000,59966.000,19263.000,35142.000
218789627.000,63048.000,24907.000,28991.000,38719.000
218789628.000,3338.000,36132.000,34629.000,31085.000
218789628.000,12156.000,8318.000,59255.000,6256.000
218789628.000,18633.000,3016.000,47300.000,8386.000
218789628.000,19613.000,15517.000,6808.000,21656.000
218789628.000,22961.000,42161.000,19111.000,36010.000
218789628.000,27963.000,34365.000,33855.000,34111.000
218789628.000,34727.000,56236.000,50078.000,13466.000
218789628.000,40578.000,21110.000,33135.000,39033.000
218789628.000,43395.000,20351.000,31601.000,22131.000
218789628.000,44347.000,39485.000,34367.000,34623.000
218789628.000,44427.000,19330.000,56182.000,58496.000
218789628.000,55441.000,38537.000,18557.000,20611.000
218789628.000,64059.000,35645.000,36671.000,34879.000
218789629.000,8004.000,31819.000,39743.000,56895.000
218789629.000,9369.000,36748.000,2196.000,39066.000
218789629.000,9348.000,31832.000,25464.000,53367.000
218789629.000,24776.000,27060.000,53412.000,20661.000
218789629.000,35230.000,59281.000,31882.000,38805.000
218789629.000,35756.000,48058.000,56752.000,54438.000
218789629.000,40870.000,30126.000,35238.000,3231.000
218789629.000,41334.000,24436.000,57194.000,43368.000
218789629.000,50862.000,35757.000,20378.000,48541.000
218789629.000,53415.000,62121.000,29347.000,4771.000
218789630.000,3728.000,20116.000,41627.000,46226.000
218789630.000,11975.000,4794.000,39619.000,29633.000
218789630.000,20138.000,31919.000,4523.000,13224.000
218789630.000,25544.000,6853.000,30128.000,51642.000
218789630.000,26764.000,385.000,34164.000,23674.000
218789630.000,27263.000,38014.000,21887.000,44670.000
218789630.000,36198.000,61274.000,31295.000,35647.000
218789630.000,39013.000,36671.000,65087.000,34623.000
218789630.000,46497.000,61342.000,64418.000,60325.000
218789630.000,60019.000,39263.000,46911.000,48986.000
218789630.000,64180.000,1189.000,31901.000,45227.000
218789631.000,3387.000,34621.000,34367.000,34623.000
218789631.000,6228.000,23635.000,64575.000,38975.000
218789631.000,7055.000,28048.000,4750.000,6796.000
218789631.000,24500.000,60071.000,3740.000,9129.000
218789631.000,24978.000,37017.000,9373.000,6290.000
218789631.000,49304.000,8085.000,16519.000,34952.000
218789631.000,51875.000,9110.000,14738.000,52382.000
218789632.000,59.000,64317.000,34111.000,34367.000
218789632.000,6285.000,50570.000,7552.000,33665.000
218789632.000,7831.000,18074.000,37260.000,29831.000
218789632.000,7826.000,3722.000,55425.000,15232.000
218789632.000,9029.000,36926.000,38975.000,34111.000
218789632.000,12232.000,41672.000,21955.000,49858.000
218789632.000,16280.000,40594.000,53400.000,60316.000
218789632.000,16955.000,33853.000,35135.000,34367.000
218789632.000,17327.000,37797.000,53923.000,14764.000
218789632.000,36452.000,59489.000,69.000,15168.000
218789632.000,39285.000,36454.000,58728.000,35184.000
218789632.000,40856.000,58010.000,60568.000,20374.000
218789632.000,51003.000,41277.000,34623.000,34623.000
218789633.000,6293.000,33935.000,41606.000,10378.000
218789633.000,8361.000,3752.000,38555.000,36253.000
218789633.000,10394.000,14741.000,53395.000,54422.000
218789633.000,29557.000,31585.000,56404.000,56171.000
218789633.000,31116.000,8845.000,12688.000,9868.000
218789633.000,35498.000,21667.000,54670.000,46485.000
218789633.000,42626.000,18052.000,25473.000,60797.000
218789633.000,44730.000,451.000,46772.000,35247.000
218789633.000,47760.000,64645.000,45944.000,39550.000
218789633.000,51889.000,39868.000,16553.000,30111.000
218789633.000,52795.000,34109.000,33599.000,34879.000
218789633.000,57147.000,35901.000,34623.000,34367.000
218789633.000,58504.000,18062.000,17036.000,17797.000
218789633.000,65463.000,47528.000,23455.000,22189.000
218789634.000,6025.000,9861.000,33667.000,61060.000
218789634.000,9075.000,53620.000,14180.000,17237.000
218789634.000,16584.000,14019.000,61891.000,14017.000
218789634.000,20142.000,34984.000,65431.000,8349.000
218789634.000,23496.000,15559.000,53187.000,14785.000
218789634.000,29582.000,51342.000,29573.000,27267.000
218789634.000,37468.000,36693.000,23871.000,35391.000
218789634.000,43114.000,63584.000,32831.000,37951.000
218789634.000,51549.000,26710.000,52297.000,20548.000
218789634.000,54331.000,34877.000,34111.000,33599.000
218789634.000,56451.000,40064.000,61554.000,60018.000
218789635.000,21448.000,28360.000,3267.000,22209.000
218789635.000,32170.000,14247.000,64684.000,25263.000
218789635.000,39263.000,38722.000,1343.000,34879.000
218789635.000,41275.000,33853.000,33855.000,34623.000
218789635.000,55402.000,54594.000,7743.000,35135.000
218789635.000,57208.000,2169.000,13677.000,28260.000
218789635.000,62011.000,48445.000,38463.000,34879.000
218789635.000,64571.000,34365.000,33855.000,34879.000
218789636.000,6824.000,52650.000,44195.000,33955.000
218789636.000,9552.000,64579.000,26175.000,34367.000
218789636.000,10366.000,16255.000,45438.000,6265.000
218789636.000,23146.000,19561.000,56429.000,53350.000
218789636.000,24891.000,34621.000,33599.000,34111.000
218789636.000,26818.000,29639.000,63170.000,33983.000
218789636.000,29500.000,58173.000,42303.000,35135.000
218789636.000,30539.000,37949.000,34879.000,34367.000
218789636.000,38512.000,35691.000,49218.000,57665.000
218789636.000,40648.000,14535.000,59843.000,11713.000
218789636.000,44168.000,50573.000,34693.000,5502.000
218789636.000,48072.000,17095.000,58307.000,13761.000
218789636.000,48248.000,18805.000,18555.000,62076.000
218789636.000,55867.000,34365.000,33599.000,34623.000
218789637.000,1448.000,49059.000,17042.000,33176.000
218789637.000,14708.000,7021.000,55151.000,64369.000
218789637.000,20341.000,4980.000,43631.000,54380.000
218789637.000,22728.000,18887.000,65475.000,22721.000
218789637.000,35405.000,21333.000,22855.000,25151.000
218789637.000,39880.000,17351.000,57283.000,17601.000
218789637.000,39804.000,47218.000,18542.000,46966.000
218789637.000,42405.000,48292.000,52136.000,23978.000
218789637.000,46024.000,17095.000,61891.000,18369.000
218789637.000,61565.000,22384.000,59239.000,62835.000
218789638.000,111.000,11102.000,52543.000,37701.000
218789638.000,14473.000,53897.000,47740.000,51065.000
218789638.000,14993.000,12945.000,3975.000,38533.000
218789638.000,22133.000,46698.000,43630.000,12658.000
218789638.000,24635.000,46397.000,34111.000,35391.000
218789638.000,39227.000,34877.000,34367.000,34879.000
218789638.000,42682.000,41671.000,48572.000,5299.000
218789638.000,55867.000,34621.000,35135.000,34879.000
218789639.000,5517.000,41351.000,22924.000,61583.000
218789639.000,8904.000,30663.000,63427.000,25025.000
218789639.000,34651.000,46142.000,44607.000,34623.000
218789639.000,35722.000,55694.000,30348.000,20871.000
218789639.000,41787.000,50237.000,34367.000,35135.000
218789639.000,49049.000,6306.000,22939.000,6546.000
218789639.000,61300.000,59239.000,50539.000,64625.000
218789639.000,63291.000,35389.000,33599.000,35135.000
218789640.000,20139.000,3243.000,63908.000,44197.000
218789640.000,26509.000,24711.000,18300.000,21120.000
218789640.000,30623.000,20642.000,22159.000,58507.000
218789640.000,39572.000,33928.000,45699.000,7307.000
218789640.000,42811.000,46397.000,34623.000,34111.000
218789640.000,49521.000,26989.000,27488.000,33632.000
218789640.000,54115.000,2128.000,45375.000,35391.000
218789640.000,55187.000,36497.000,58777.000,42649.000
218789640.000,58495.000,23671.000,55148.000,12404.000
218789641.000,24456.000,40835.000,31871.000,47745.000
218789641.000,24962.000,31364.000,26239.000,46459.000
218789641.000,37016.000,17038.000,60553.000,11152.000
218789641.000,39075.000,9889.000,26005.000,2455.000
218789641.000,47738.000,1394.000,31836.000,40296.000
218789641.000,55918.000,37988.000,28266.000,65134.000
218789641.000,64455.000,3016.000,22979.000,57026.000
218789641.000,64635.000,30842.000,63616.000,21118.000
218789645.000,2615.000,15240.000,15749.000,16264.000
218789645.000,2634.000,25681.000,24924.000,22526.000
218789645.000,2636.000,51255.000,51161.000,49993.000
218789645.000,2660.000,15261.000,15750.000,16262.000
218789645.000,2671.000,32113.000,31161.000,31908.000
218789645.000,2706.000,40282.000,42464.000,44167.000
218789645.000,2765.000,40570.000,39741.000,40727.000
218789645.000,2778.000,28751.000,29352.000,29101.000
218789645.000,2811.000,48197.000,51163.000,46511.000
218789643.000,4216.000,46199.000,5732.000,16735.000
218789643.000,11404.000,25222.000,38539.000,34190.000
218789643.000,13676.000,17767.000,23871.000,47167.000
218789643.000,19614.000,41625.000,42655.000,60579.000
218789643.000,29047.000,15209.000,43104.000,18286.000
218789643.000,29316.000,63103.000,51830.000,34425.000
218789643.000,29575.000,38536.000,30850.000,8318.000
218789643.000,30631.000,21659.000,47507.000,28574.000
218789643.000,32059.000,33597.000,34111.000,35135.000
218789643.000,34477.000,14497.000,9373.000,24744.000
218789643.000,35762.000,21431.000,46497.000,45212.000
218789643.000,39512.000,51261.000,35135.000,34367.000
218789643.000,41020.000,9021.000,34879.000,34367.000
218789643.000,44859.000,34621.000,34367.000,34879.000
218789643.000,59776.000,64128.000,115.000,52850.000
218789643.000,60035.000,38779.000,58494.000,1921.000
218789644.000,6526.000,42624.000,12150.000,2415.000
218789644.000,12457.000,47283.000,9134.000,55720.000
218789644.000,17794.000,22400.000,36981.000,54900.000
218789644.000,19607.000,57238.000,10138.000,37787.000
218789644.000,20936.000,37832.000,12227.000,21441.000
218789644.000,28528.000,37986.000,54082.000,25429.000
218789644.000,49307.000,42637.000,56727.000,33180.000
218789644.000,49763.000,7758.000,55103.000,36671.000
218789644.000,55980.000,55980.000,2979.000,26022.000
218789644.000,57032.000,18375.000,62915.000,23489.000
218789645.000,3338.000,41683.000,43312.000,45958.000
218789645.000,8258.000,21309.000,34623.000,34623.000
218789645.000,11370.000,24681.000,31076.000,39520.000
218789645.000,34687.000,23155.000,29034.000,60534.000
218789645.000,37247.000,36472.000,56685.000,14707.000
218789645.000,51538.000,34109.000,39743.000,35647.000
218789645.000,59336.000,29896.000,10179.000,33985.000
218789646.000,2461.000,1190.000,42395.000,9618.000
218789646.000,18046.000,20346.000,10348.000,32367.000
218789646.000,23240.000,19143.000,62147.000,25537.000
218789646.000,30914.000,33976.000,9638.000,9137.000
218789646.000,31067.000,34112.000,53823.000,42303.000
218789646.000,34619.000,34877.000,34111.000,34879.000
218789646.000,41531.000,36157.000,35135.000,34879.000
218789646.000,52895.000,61850.000,16275.000,19864.000
218789647.000,7550.000,17535.000,63612.000,61304.000
218789647.000,22375.000,29003.000,58943.000,35138.000
218789647.000,32152.000,59788.000,63627.000,65428.000
218789647.000,41019.000,34621.000,34367.000,33855.000
218789647.000,45959.000,9868.000,33418.000,55171.000
218789647.000,46151.000,42054.000,26949.000,45639.000
218789647.000,53631.000,29057.000,3447.000,24176.000
218789647.000,61314.000,14722.000,6773.000,62834.000
218789648.000,11645.000,25210.000,42358.000,46710.000
218789648.000,16540.000,58267.000,27805.000,34206.000
218789648.000,18077.000,19866.000,15005.000,65440.000
218789648.000,23972.000,23200.000,19855.000,55187.000
218789648.000,33945.000,46736.000,27014.000,55438.000
218789648.000,36215.000,11123.000,24152.000,59224.000
218789648.000,46475.000,1409.000,10374.000,34698.000
218789648.000,59039.000,24225.000,65424.000,54157.000
218789649.000,700.000,5305.000,22957.000,16306.000
218789649.000,22384.000,38996.000,16992.000,13420.000
218789649.000,25288.000,31688.000,11459.000,50369.000
218789649.000,25505.000,50083.000,56487.000,11431.000
218789649.000,43327.000,22333.000,34111.000,34879.000
218789649.000,56928.000,56402.000,20814.000,25683.000
218789649.000,58990.000,37969.000,64063.000,50521.000
218789649.000,59451.000,34365.000,34111.000,34879.000
218789649.000,60511.000,47168.000,60237.000,15704.000
218789649.000,63346.000,52082.000,21866.000,30307.000
218789650.000,7312.000,660.000,43409.000,60044.000
218789650.000,28557.000,2188.000,39568.000,6287.000
218789650.000,30576.000,5473.000,21832.000,39260.000
218789650.000,31085.000,54122.000,38231.000,30035.000
218789650.000,31295.000,30022.000,7751.000,30790.000
218789650.000,34644.000,46927.000,2367.000,36671.000
218789650.000,43916.000,53384.000,28281.000,24699.000
218789650.000,46172.000,12890.000,12882.000,31562.000
218789650.000,49044.000,7307.000,23935.000,15750.000
218789650.000,57003.000,7348.000,10922.000,36003.000
218789651.000,1193.000,36264.000,37024.000,418.000
218789651.000,1096.000,28736.000,57409.000,16706.000
218789651.000,15419.000,35133.000,34879.000,34623.000
218789651.000,31677.000,35272.000,5044.000,12716.000
218789651.000,36498.000,44180.000,16517.000,14721.000
218789651.000,40575.000,7028.000,3954.000,40569.000
218789651.000,46139.000,57149.000,42559.000,34879.000
218789651.000,54911.000,26742.000,11120.000,15735.000
218789651.000,55401.000,64876.000,57952.000,35151.000
218789652.000,5194.000,61.000,34623.000,34623.000
218789652.000,7043.000,48250.000,23162.000,58751.000
218789652.000,19315.000,21111.000,8559.000,5477.000
218789652.000,19591.000,19579.000,43898.000,1921.000
218789652.000,22331.000,34109.000,35135.000,34367.000
218789652.000,26312.000,33223.000,57279.000,39618.000
218789652.000,40777.000,38973.000,35135.000,35391.000
218789652.000,45000.000,10169.000,15014.000,5813.000
218789652.000,56891.000,46141.000,34111.000,35647.000
218789652.000,65118.000,31549.000,51263.000,34879.000
218789653.000,16265.000,51340.000,57735.000,37506.000
218789653.000,16584.000,24519.000,32451.000,14785.000
218789653.000,33939.000,21646.000,56722.000,63125.000
218789653.000,37489.000,29807.000,1615.000,46662.000
218789653.000,44092.000,9021.000,34367.000,35135.000
218789654.000,15690.000,43582.000,42303.000,35135.000
218789654.000,19324.000,31101.000,62327.000,62068.000
218789654.000,26045.000,7622.000,45507.000,19649.000
218789654.000,28616.000,15303.000,52163.000,13761.000
218789654.000,33158.000,63622.000,51332.000,60034.000
218789654.000,35462.000,20864.000,1904.000,63862.000
218789654.000,46707.000,13162.000,46191.000,64883.000
218789655.000,1452.000,8626.000,19360.000,30362.000
218789655.000,1665.000,50563.000,38786.000,13437.000
218789655.000,19103.000,22953.000,46750.000,3220.000
218789655.000,20859.000,15738.000,10875.000,64890.000
218789655.000,38344.000,31944.000,3011.000,32961.000
218789655.000,54075.000,37949.000,34879.000,35647.000
218789655.000,63803.000,34365.000,34111.000,34879.000
218789656.000,5519.000,16782.000,46219.000,33674.000
218789656.000,7065.000,20123.000,9108.000,9362.000
218789656.000,7276.000,46664.000,59200.000,63062.000
218789656.000,28272.000,40794.000,21856.000,47980.000
218789656.000,30582.000,51320.000,24431.000,34151.000
218789656.000,58798.000,46752.000,20119.000,48292.000
218789657.000,2968.000,3338.000,37707.000,33309.000
218789657.000,8861.000,41616.000,31376.000,30874.000
218789657.000,13159.000,27482.000,59717.000,15690.000
218789657.000,24379.000,34877.000,34111.000,35135.000
218789657.000,31082.000,33382.000,4457.000,58216.000
218789657.000,34248.000,40392.000,4797.000,1217.000
218789657.000,48840.000,16839.000,58563.000,16065.000
218789658.000,657.000,32658.000,14476.000,394.000
218789658.000,3201.000,38269.000,44408.000,49274.000
218789658.000,6832.000,39079.000,17557.000,53663.000
218789658.000,15048.000,18119.000,54979.000,23489.000
218789658.000,21356.000,26191.000,5710.000,14434.000
218789658.000,30613.000,29077.000,13456.000,45712.000
218789658.000,48511.000,39037.000,55668.000,54387.000
218789658.000,63411.000,27044.000,10673.000,37816.000
218789659.000,1118.000,26173.000,38719.000,35391.000
218789659.000,17276.000,36981.000,62566.000,18797.000
218789659.000,38344.000,28615.000,41390.000,63936.000
218789659.000,46457.000,36470.000,36959.000,51808.000
218789659.000,53906.000,10640.000,47249.000,55954.000
218789659.000,59250.000,27503.000,37996.000,8810.000
218789660.000,968.000,20167.000,58307.000,37313.000
218789660.000,8380.000,47040.000,3238.000,6564.000
218789660.000,10043.000,34621.000,33855.000,34623.000
218789660.000,23752.000,16327.000,59587.000,26049.000
218789660.000,34684.000,45689.000,64620.000,41068.000
218789660.000,49026.000,63097.000,34945.000,36483.000
218789660.000,53128.000,30088.000,35707.000,48247.000
218789661.000,165.000,8603.000,64908.000,7829.000
218789661.000,1399.000,41833.000,36944.000,10345.000
218789661.000,1992.000,24246.000,19891.000,43713.000
218789661.000,17979.000,34877.000,33855.000,34879.000
218789661.000,34619.000,34365.000,33855.000,35135.000
218789661.000,51320.000,32106.000,9026.000,11354.000
218789661.000,51855.000,30851.000,52624.000,23186.000
218789661.000,55867.000,34877.000,34879.000,34367.000
218789661.000,56207.000,5512.000,11909.000,59278.000
218789661.000,60024.000,54905.000,46445.000,63078.000
218789662.000,17083.000,48315.000,46256.000,62644.000
218789662.000,24167.000,14672.000,40255.000,37186.000
218789662.000,27030.000,23955.000,63113.000,59018.000
218789662.000,30620.000,42145.000,31403.000,12959.000
218789662.000,34425.000,31602.000,52077.000,32881.000
218789662.000,37975.000,51261.000,36415.000,34879.000
218789662.000,46225.000,59534.000,14976.000,22401.000
218789662.000,60834.000,5025.000,8079.000,1167.000
218789663.000,146.000,52117.000,29324.000,54409.000
218789663.000,630.000,15224.000,44146.000,37228.000
218789663.000,9275.000,35645.000,34111.000,35135.000
218789663.000,11835.000,35389.000,34623.000,35391.000
218789663.000,12105.000,3338.000,28811.000,24467.000
218789663.000,12965.000,21152.000,8358.000,43179.000
218789663.000,12860.000,46400.000,37440.000,22593.000
218789663.000,13715.000,55181.000,56212.000,17304.000
218789663.000,14459.000,31612.000,45425.000,45418.000
218789663.000,15163.000,34365.000,34623.000,34879.000
218789663.000,20113.000,38294.000,44170.000,14979.000
218789663.000,25032.000,36040.000,19395.000,52930.000
218789663.000,30849.000,40576.000,29807.000,63346.000
218789663.000,34466.000,4510.000,45474.000,49830.000
218789663.000,34705.000,48005.000,39550.000,33926.000
218789663.000,36171.000,12094.000,16447.000,33855.000
218789664.000,2450.000,39574.000,10399.000,26004.000
218789664.000,3689.000,54855.000,51007.000,36943.000
218789664.000,4264.000,28838.000,48789.000,51096.000
218789664.000,7053.000,42895.000,44170.000,53383.000
218789664.000,20093.000,43641.000,39037.000,1917.000
218789664.000,21383.000,2426.000,48495.000,7800.000
218789664.000,26034.000,41649.000,39582.000,19105.000
218789664.000,33851.000,34365.000,34367.000,35135.000
218789664.000,47265.000,46500.000,33692.000,30106.000
218789664.000,53373.000,15228.000,21365.000,65394.000
218789664.000,59296.000,670.000,42656.000,27297.000
218789665.000,4808.000,33224.000,14531.000,35009.000
218789665.000,9404.000,45239.000,37282.000,51626.000
218789665.000,12211.000,32425.000,25516.000,40630.000
218789665.000,19590.000,40572.000,4986.000,42113.000
218789665.000,29575.000,58507.000,10377.000,35716.000
218789665.000,31929.000,25512.000,30105.000,11174.000
218789665.000,39813.000,27264.000,58481.000,64373.000
218789665.000,40507.000,36157.000,34367.000,35391.000
218789665.000,43171.000,31143.000,23444.000,15503.000
218789665.000,44366.000,57917.000,38207.000,34367.000
218789665.000,46218.000,53124.000,46976.000,387.000
218789665.000,49096.000,9671.000,14275.000,11969.000
218789665.000,52584.000,7528.000,28760.000,62798.000
218789665.000,60987.000,34621.000,34111.000,34623.000
218789665.000,62336.000,45441.000,29309.000,3960.000
218789666.000,8529.000,22589.000,35391.000,34879.000
218789666.000,21374.000,28284.000,34420.000,14707.000
218789666.000,22086.000,9021.000,34879.000,34623.000
218789666.000,23681.000,19322.000,63605.000,61562.000
218789666.000,39764.000,34125.000,62291.000,24400.000
218789666.000,41790.000,41533.000,37183.000,35135.000
218789666.000,43067.000,35133.000,33855.000,34623.000
218789666.000,56714.000,27778.000,17536.000,64645.000
218789666.000,59527.000,3338.000,35602.000,33694.000
218789667.000,3726.000,39563.000,6793.000,36747.000
218789667.000,7836.000,57504.000,48783.000,31370.000
218789667.000,9389.000,56247.000,41900.000,42149.000
218789667.000,9874.000,14214.000,16772.000,39309.000
218789667.000,11911.000,33415.000,35450.000,62838.000
218789667.000,13184.000,54654.000,10862.000,35183.000
218789667.000,19851.000,27019.000,20358.000,8068.000
218789667.000,44091.000,34621.000,34111.000,34879.000
218789667.000,64896.000,62339.000,41347.000,27262.000
218789668.000,3251.000,5554.000,12703.000,10657.000
218789668.000,3680.000,61506.000,22847.000,37184.000
218789668.000,12603.000,34109.000,34623.000,34879.000
218789668.000,19144.000,49096.000,29123.000,55234.000
218789668.000,33480.000,13767.000,51907.000,12737.000
218789668.000,34429.000,59250.000,38255.000,11896.000
218789668.000,37450.000,54592.000,9023.000,34879.000
218789668.000,44372.000,48972.000,26431.000,38207.000
218789668.000,47989.000,20072.000,34151.000,4719.000
218789668.000,48779.000,56193.000,4217.000,23937.000
218789668.000,59017.000,9600.000,21119.000,32900.000
218789669.000,1660.000,119.000,41841.000,46195.000
218789669.000,13000.000,25288.000,1475.000,22209.000
218789669.000,16187.000,33853.000,33599.000,35135.000
218789669.000,32908.000,7302.000,3338.000,32464.000
218789669.000,42173.000,41912.000,17839.000,59575.000
218789669.000,53133.000,12934.000,46458.000,63871.000
218789669.000,63119.000,42114.000,47990.000,44669.000
218789670.000,2363.000,34109.000,34111.000,34879.000
218789670.000,3158.000,44120.000,23615.000,36159.000
218789670.000,18747.000,35133.000,34367.000,35391.000
218789670.000,23200.000,37012.000,18317.000,44696.000
218789670.000,27821.000,51624.000,52896.000,32422.000
218789670.000,29321.000,51070.000,11640.000,46721.000
218789670.000,35473.000,35716.000,64396.000,22161.000
218789670.000,42631.000,10114.000,4216.000,18299.000
218789670.000,47247.000,63620.000,134.000,37261.000
218789670.000,49348.000,30908.000,59302.000,28078.000
218789670.000,53563.000,34365.000,34111.000,34879.000
218789670.000,55147.000,55400.000,26733.000,59243.000
218789670.000,62867.000,60560.000,37515.000,56205.000
218789671.000,4531.000,52388.000,31922.000,50104.000
218789671.000,5693.000,44861.000,34623.000,35391.000
218789671.000,13115.000,35133.000,34111.000,35135.000
218789671.000,22123.000,55123.000,53567.000,38987.000
218789671.000,22902.000,53613.000,18511.000,50787.000
218789671.000,28297.000,7806.000,6009.000,29825.000
218789671.000,56241.000,32179.000,33709.000,1453.000
218789672.000,11650.000,60796.000,54401.000,7043.000
218789672.000,19318.000,39022.000,13921.000,55659.000
218789672.000,22364.000,9538.000,64585.000,56661.000
218789672.000,25206.000,64376.000,60018.000,55404.000
218789672.000,29051.000,6009.000,65401.000,30071.000
218789672.000,31912.000,48306.000,1191.000,54944.000
218789672.000,47257.000,12439.000,36486.000,5509.000
218789672.000,48031.000,63389.000,54413.000,40592.000
218789672.000,56188.000,31349.000,47219.000,26743.000
218789672.000,56445.000,9329.000,15729.000,58744.000
218789672.000,60521.000,36680.000,47935.000,34367.000
218789672.000,62888.000,33966.000,24733.000,4759.000
218789673.000,2132.000,47696.000,48447.000,35135.000
218789673.000,6798.000,28299.000,21883.000,40316.000
218789673.000,19863.000,1428.000,48261.000,53894.000
218789673.000,21960.000,44232.000,25003.000,44975.000
218789673.000,46139.000,33853.000,34367.000,34623.000
218789673.000,52159.000,63922.000,25008.000,56512.000
218789673.000,52863.000,8576.000,17783.000,7026.000
218789673.000,56446.000,30073.000,57455.000,26994.000
218789673.000,57718.000,24425.000,58222.000,60788.000
218789674.000,10321.000,26941.000,34111.000,35135.000
218789674.000,33480.000,35528.000,8643.000,41665.000
218789674.000,37576.000,8647.000,48834.000,63681.000
218789674.000,45427.000,54368.000,62271.000,36682.000
218789674.000,60798.000,121.000,40308.000,5493.000
218789675.000,5253.000,63612.000,24941.000,23158.000
218789675.000,6261.000,24178.000,56175.000,34414.000
218789675.000,7030.000,47468.000,35951.000,47475.000
218789675.000,7521.000,62028.000,9791.000,36159.000
218789675.000,9827.000,15177.000,21055.000,37189.000
218789675.000,10629.000,21120.000,34691.000,44421.000
218789675.000,14979.000,10371.000,12935.000,42373.000
218789675.000,27331.000,26288.000,64935.000,4535.000
218789675.000,33480.000,18888.000,1987.000,30145.000
218789675.000,34208.000,23715.000,39337.000,55207.000
218789675.000,42367.000,16250.000,61308.000,11900.000
218789675.000,63084.000,17495.000,35666.000,14177.000
218789676.000,3192.000,17787.000,3338.000,30140.000
218789676.000,7792.000,63598.000,22880.000,45916.000
218789676.000,11857.000,22333.000,38207.000,55624.000
218789676.000,12118.000,60287.000,60536.000,38504.000
218789676.000,15746.000,40060.000,19820.000,35955.000
218789676.000,23496.000,26568.000,1731.000,31937.000
218789676.000,28813.000,21392.000,4999.000,2946.000
218789676.000,37947.000,35133.000,33343.000,35135.000
218789676.000,41416.000,16583.000,55747.000,19137.000
218789676.000,45987.000,23192.000,30092.000,17046.000
218789676.000,48509.000,50036.000,62562.000,60271.000
218789676.000,54843.000,35645.000,34367.000,35135.000
218789676.000,64416.000,58011.000,9103.000,24724.000
218789677.000,3515.000,28601.000,2242.000,16065.000
218789677.000,9389.000,46503.000,41120.000,43431.000
218789677.000,22159.000,37268.000,7313.000,35468.000
218789677.000,29048.000,15994.000,21106.000,1898.000
218789677.000,32909.000,8850.000,15255.000,59274.000
218789677.000,36477.000,3963.000,53628.000,19066.000
218789677.000,41345.000,22140.000,26222.000,24945.000
