Time,PinPullerTemp,OpticsTemp,LEXIbaseTemp,HVsupplyTemp,+5.2V_Imon,+10V_Imon,+3.3V_Imon,AnodeVoltMon,+28V_Imon,ADC_Ground,Cmd_count,Pinpuller_Armed,Unused,Unused,HVmcpAuto,HVmcpMan,DeltaEvntCount,DeltaDroppedCount,DeltaLostevntCount
203179,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1240E+0,371.0613E-3,2.9531E+0,992.0659E-3,0.0000E+0,12.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.9729E+0,22,0,0
204179,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1240E+0,371.0613E-3,2.9531E+0,996.4702E-3,0.0000E+0,12.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.9729E+0,22,0,0
205179,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1240E+0,371.0613E-3,2.9531E+0,996.4702E-3,0.0000E+0,12.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.9729E+0,25,0,0
206179,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1240E+0,371.0613E-3,2.9531E+0,996.4702E-3,0.0000E+0,12.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.9729E+0,24,0,0
207179,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1240E+0,371.0613E-3,2.9531E+0,996.4702E-3,0.0000E+0,12.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.9729E+0,21,0,0
208179,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1240E+0,371.0613E-3,2.9531E+0,996.4702E-3,0.0000E+0,12.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.9729E+0,31,0,0
209179,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1240E+0,371.0613E-3,2.9531E+0,996.4702E-3,0.0000E+0,12.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.9729E+0,30,0,0
210179,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1240E+0,371.0613E-3,2.9531E+0,996.4702E-3,0.0000E+0,12.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.9729E+0,31,0,0
211179,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1240E+0,371.0613E-3,2.9531E+0,996.4702E-3,0.0000E+0,12.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.9729E+0,16,0,0
212179,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1240E+0,371.0613E-3,2.9531E+0,996.4702E-3,0.0000E+0,12.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.9729E+0,22,0,0
213179,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1251E+0,371.0613E-3,2.9531E+0,996.4702E-3,0.0000E+0,12.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.9729E+0,25,0,0
214179,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1251E+0,369.9602E-3,2.9531E+0,996.4702E-3,0.0000E+0,12.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.9729E+0,31,0,0
215179,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1251E+0,369.9602E-3,2.9531E+0,996.4702E-3,0.0000E+0,12.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.9729E+0,24,0,0
216179,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1251E+0,369.9602E-3,2.9531E+0,999.7734E-3,0.0000E+0,12.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.9729E+0,24,0,0
217179,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1251E+0,369.9602E-3,2.9531E+0,999.7734E-3,0.0000E+0,12.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.9729E+0,29,0,0
217345,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1251E+0,369.9602E-3,2.9531E+0,999.7734E-3,0.0000E+0,12.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.3373E+0,2,0,0
218345,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1251E+0,369.9602E-3,2.9531E+0,999.7734E-3,0.0000E+0,13.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.3373E+0,32,0,0
219345,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1251E+0,369.9602E-3,2.9531E+0,999.7734E-3,0.0000E+0,13.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.3373E+0,43,0,0
220345,-273.0000E+0,-268.4856E+0,18.2335E+0,-273.0000E+0,1.1848E+0,2.1251E+0,369.9602E-3,2.9531E+0,999.7734E-3,0.0000E+0,13.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.3373E+0,36,0,0
