TimeStamp,HK_id,PinPullerTemp,OpticsTemp,LEXIbaseTemp,HVsupplyTemp,+5.2V_Imon,+10V_Imon,+3.3V_Imon,AnodeVoltMon,+28V_Imon,ADC_Ground,Cmd_count,Pinpuller_Armed,Unused,Unused,HVmcpAuto,HVmcpMan,DeltaEvntCount,DeltaDroppedCount,DeltaLostevntCount
310345.0,6.0,nan,nan,nan,nan,nan,nan,0.38753792,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.0,0.0,0.0
311345.0,7.0,nan,nan,nan,nan,nan,nan,nan,3.31499056,nan,nan,nan,nan,nan,nan,nan,nan,45.0,0.0,0.0
312345.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,1.01618608,nan,nan,nan,nan,nan,nan,nan,34.0,0.0,0.0
313345.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,27.0,0.0,0.0
314345.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan,32.0,0.0,0.0
315345.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,29.0,0.0,0.0
316345.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.0,0.0,0.0
317345.0,1.0,nan,-268.486064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.0,0.0,0.0
318345.0,2.0,nan,nan,18.314016000000024,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.0,0.0,0.0
319345.0,3.0,nan,nan,nan,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.0,0.0,0.0
320345.0,4.0,nan,nan,nan,nan,1.19894544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.0,0.0,0.0
321345.0,5.0,nan,nan,nan,nan,nan,2.37036688,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,0.0,0.0
322345.0,6.0,nan,nan,nan,nan,nan,nan,0.37102352,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.0,0.0,0.0
323345.0,7.0,nan,nan,nan,nan,nan,nan,nan,3.3138896,nan,nan,nan,nan,nan,nan,nan,nan,32.0,0.0,0.0
324345.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,1.02169088,nan,nan,nan,nan,nan,nan,nan,46.0,0.0,0.0
325345.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,31.0,0.0,0.0
326345.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan,24.0,0.0,0.0
327345.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,28.0,0.0,0.0
328345.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.0,0.0,0.0
329345.0,1.0,nan,-268.59616,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.0,0.0,0.0
330345.0,2.0,nan,nan,18.42411199999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.0,0.0,0.0
331345.0,3.0,nan,nan,nan,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.0,0.0,0.0
332345.0,4.0,nan,nan,nan,nan,1.211056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35.0,0.0,0.0
333345.0,5.0,nan,nan,nan,nan,nan,2.37146784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44.0,0.0,0.0
334345.0,6.0,nan,nan,nan,nan,nan,nan,0.3688216,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.0,0.0,0.0
335345.0,7.0,nan,nan,nan,nan,nan,nan,nan,3.3138896,nan,nan,nan,nan,nan,nan,nan,nan,35.0,0.0,0.0
336345.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,1.02058992,nan,nan,nan,nan,nan,nan,nan,37.0,0.0,0.0
337345.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,43.0,0.0,0.0
338345.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan,32.0,0.0,0.0
339345.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,26.0,0.0,0.0
340345.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,49.0,0.0,0.0
341345.0,1.0,nan,-268.486064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.0,0.0,0.0
342345.0,2.0,nan,nan,18.42411199999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,0.0,0.0
343345.0,3.0,nan,nan,nan,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.0,0.0,0.0
344345.0,4.0,nan,nan,nan,nan,1.20665216,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,0.0,0.0
345345.0,5.0,nan,nan,nan,nan,nan,2.37146784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35.0,0.0,0.0
346345.0,6.0,nan,nan,nan,nan,nan,nan,0.36992256,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.0,0.0,0.0
347345.0,7.0,nan,nan,nan,nan,nan,nan,nan,3.31499056,nan,nan,nan,nan,nan,nan,nan,nan,37.0,0.0,0.0
348345.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,1.02058992,nan,nan,nan,nan,nan,nan,nan,23.0,0.0,0.0
349345.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,34.0,0.0,0.0
350345.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan,41.0,0.0,0.0
351345.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,27.0,0.0,0.0
352345.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45.0,0.0,0.0
353345.0,1.0,nan,-268.486064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.0,0.0,0.0
354345.0,2.0,nan,nan,18.314016000000024,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.0,0.0,0.0
355345.0,3.0,nan,nan,nan,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.0,0.0,0.0
