TimeStamp,IsCommanded,Channel1,Channel2,Channel3,Channel4
218788341,True,1.048802,3.373754,1.048733,2.810407
218788341,True,1.47047,2.228137,2.175291,3.513576
218788341,True,1.52132,3.810216,0.74418,2.646639
218788341,True,2.070699,2.423282,3.990567,2.281533
218788341,True,2.866143,2.372913,0.804458,1.245048
218788341,True,2.951399,4.095571,4.148073,3.074087
218788341,True,3.58968,1.810529,0.418571,1.68674
218788342,True,0.242762,0.700692,2.902337,0.823587
218788342,True,0.679086,1.260393,3.690418,1.505838
218788342,True,0.943041,0.87196,3.002868,2.721436
218788342,True,1.292321,0.479812,2.840408,2.453352
218788342,True,1.7133,3.914876,3.967791,2.347178
218788342,True,2.241211,2.329425,2.329563,2.347178
218788342,True,2.737881,1.979664,2.047717,2.435255
218788342,True,2.898208,3.655462,0.871892,2.862496
218788342,True,3.446762,0.417264,1.73759,4.432465
218788343,True,0.026629,0.360702,1.047839,1.999343
175240999,True,1.205001,0.002546,0.0,0.0
175240999,True,1.048527,1.083758,1.118919,1.110318
218788343,True,0.946069,0.664636,0.118835,1.651096
218788343,True,1.555175,3.615484,4.073483,2.364793
218788343,True,1.699125,1.029054,4.44664,1.258535
218788343,True,1.924134,2.34704,2.294332,2.329563
218788343,True,2.22621,3.864438,2.754671,4.269041
218788343,True,3.707414,3.584244,1.012677,0.81822
218788343,True,3.851089,1.138255,3.955405,1.224956
218788343,True,3.935244,1.062977,3.98637,1.467924
218788343,True,3.994833,3.008373,0.982263,1.757201
218788343,True,4.446915,0.94139,4.410515,1.926061
218788344,True,0.312053,2.248711,1.807639,3.147438
218788344,True,0.892053,4.502445,4.342943,0.397791
218788344,True,1.113827,2.470348,2.364793,2.347178
218788344,True,1.327483,3.086885,2.523332,2.382546
218788344,True,1.42072,0.169823,1.050866,1.015842
218788344,True,2.515143,0.277924,3.342721,1.545817
218788344,True,2.575902,2.364656,2.294332,2.347178
218788344,True,3.386209,2.417502,2.382409,2.347178
218788344,True,3.584795,0.924875,0.995061,0.343155
218788344,True,3.707345,2.826371,1.240644,0.060484
218788344,True,4.284592,2.34704,2.382409,2.347178
218788344,True,4.412304,0.518208,2.929242,2.807723
218788345,True,0.275584,3.728126,1.825116,2.248023
218788345,True,2.124509,3.39309,2.423626,1.384044
218788345,True,2.23082,0.240697,1.668298,1.790643
218788345,True,2.37078,2.40546,2.757492,0.961069
218788345,True,2.507505,4.090961,3.034177,2.453352
218788345,True,3.002662,0.905952,3.442358,1.02926
218788345,True,3.022273,4.255486,3.567936,2.951192
218788345,True,3.146062,3.3399,4.378518,0.732001
218788345,True,4.006531,4.041142,0.391873,3.369419
218788345,True,4.206218,2.691297,0.665186,2.039047
218788346,True,0.197829,2.364656,2.311947,2.400024
218788346,True,0.360771,1.223648,3.231593,0.39552
218788346,True,0.89453,1.035384,3.730259,0.99974
218788346,True,1.012814,0.325471,3.143378,1.980902
218788346,True,1.100065,0.235881,1.73064,4.022151
218788346,True,1.280692,0.381207,0.609106,0.345701
218788346,True,1.378127,4.002884,2.435255,2.311947
218788346,True,1.786445,3.917078,2.100563,2.400024
218788346,True,2.351788,0.149042,1.417348,1.453061
218788346,True,2.935366,4.29168,1.930671,1.138117
218788346,True,2.98312,3.104501,3.034659,0.921779
218788346,True,3.14331,1.17032,1.646348,3.072642
218788346,True,3.184527,1.211538,4.276335,1.422509
218788346,True,3.262901,2.329425,2.329563,2.329563
218788346,True,3.403824,2.57604,2.329563,2.364793
218788347,True,0.075209,1.589717,1.977255,2.347178
218788347,True,0.170511,0.610207,1.491182,0.646264
175241999,True,1.409366,0.00344,0.0,0.0
175241999,True,1.048389,1.083689,1.118988,1.110318
218788347,True,0.640483,4.109264,1.097107,1.485333
218788347,True,0.976964,3.142553,2.17302,1.205414
218788347,True,1.237135,2.34704,2.311947,2.347178
218788347,True,1.296862,0.890883,3.937721,1.102267
218788347,True,1.367943,4.027518,2.952775,2.442342
218788347,True,1.786858,2.139096,4.498454,2.982914
218788347,True,2.160152,0.046172,2.582577,2.776484
218788347,True,2.24589,3.866572,3.51392,2.650561
218788347,True,2.505785,1.237273,2.347178,2.347178
218788347,True,2.545282,0.325815,2.844468,3.055577
218788347,True,3.245286,2.382271,2.311947,2.400024
218788347,True,3.530779,2.455141,1.307872,2.806141
218788347,True,3.637778,2.528079,4.359526,4.200713
218788347,True,3.651884,1.854154,4.320442,0.145602
218788347,True,3.668055,3.950038,2.347178,2.699485
218788347,True,3.712988,2.092374,0.682802,2.162354
218788347,True,3.724754,3.160306,3.671358,2.297772
218788348,True,0.412998,3.671082,0.904852,3.495066
218788348,True,0.927765,0.540503,3.28898,2.901305
218788348,True,1.452717,1.205964,0.783264,0.113743
218788348,True,3.932285,2.329425,2.329563,2.400024
218788348,True,4.024353,3.70707,3.969305,1.749425
218788348,True,4.460746,2.399886,2.311947,2.382409
218788348,True,4.501344,2.334586,0.501625,0.378249
218788349,True,0.502382,2.034849,4.360421,3.972745
218788349,True,1.685088,0.047066,0.6806,3.692689
218788349,True,1.770825,1.541757,2.563104,3.743264
218788349,True,2.145221,2.409451,0.911526,0.470523
218788349,True,2.311672,2.382271,2.329563,2.382409
218788349,True,2.354059,2.106549,0.749616,1.437441
218788349,True,2.505441,2.998809,2.382409,2.364793
218788349,True,2.822517,2.364656,2.311947,2.347178
218788349,True,3.005896,0.292236,3.128171,1.050316
218788349,True,3.1398,1.043504,2.417639,2.400024
218788349,True,3.47869,2.121756,0.870171,3.125625
218788349,True,3.583762,3.900564,2.136482,3.651334
218788350,True,0.463367,1.554349,3.069408,2.435255
218788350,True,0.576284,3.746292,3.216936,0.698766
218788350,True,0.753607,1.810529,0.312879,1.810047
218788350,True,0.820284,0.229688,2.659575,2.624001
218788350,True,1.573822,3.861961,2.963716,2.382409
218788350,True,1.596598,1.350603,2.93571,3.727988
218788350,True,2.12272,3.567179,2.668108,0.694843
218788350,True,2.688957,1.402761,1.260943,3.181293
218788350,True,3.056196,1.241814,0.078443,0.14863
218788350,True,3.866434,4.25349,0.605872,1.469713
175242999,True,1.714676,0.003234,0.0,0.0
175242999,True,1.048664,1.083689,1.118988,1.110181
218788351,True,0.358982,2.98367,3.985475,3.545022
218788351,True,0.398892,2.247541,2.757836,4.009352
218788351,True,0.575802,2.478399,2.318278,3.058054
218788351,True,0.815261,0.145396,0.303796,2.347178
218788351,True,1.704286,1.281517,2.338645,0.982125
218788351,True,2.122995,3.338317,0.502588,0.467289
218788351,True,2.576797,0.47995,1.73064,2.400024
218788351,True,3.021378,0.079682,1.153668,3.813313
218788351,True,3.848956,2.122444,4.076717,3.777256
218788351,True,4.398679,1.685226,0.117665,0.47066
218788352,True,0.277992,1.986614,4.100181,1.669124
218788352,True,0.324921,0.0075,1.099102,3.23063
218788352,True,0.449398,0.995405,2.368853,2.685723
218788352,True,0.550136,2.963578,2.435255,2.364793
218788352,True,0.660989,1.294798,4.306061,2.421424
218788352,True,0.785329,4.238077,3.040645,2.036432
218788352,True,1.959778,4.478499,2.45287,2.347178
218788352,True,2.225935,1.766146,2.118178,2.682214
218788352,True,3.164297,1.984824,0.487588,1.385214
218788352,True,3.320977,0.555297,1.823878,2.704508
218788352,True,3.338592,3.302536,2.298942,1.576988
218788352,True,3.439055,2.34704,2.311947,2.382409
218788352,True,3.636815,2.9675,1.628045,1.011025
218788352,True,3.671839,2.896419,3.425018,2.051088
218788352,True,3.746016,1.404068,0.152758,1.543684
218788353,True,0.433778,0.838725,3.63826,4.166858
218788353,True,1.119608,1.014191,1.594672,2.862496
218788353,True,1.192546,0.928866,1.68612,0.611239
218788353,True,2.055974,2.901374,1.386797,4.170505
218788353,True,3.408228,1.505425,3.124524,1.856631
218788353,True,3.899119,0.762965,0.233335,2.435255
218788354,True,0.168378,0.238083,0.677503,4.306749
218788354,True,0.307305,0.535479,0.568646,3.159274
218788354,True,0.396346,3.971713,2.403946,2.756597
218788354,True,0.484629,3.337767,1.469369,2.104072
218788354,True,0.643305,2.879974,1.418105,0.889851
218788354,True,0.766062,2.386468,1.028847,3.336528
218788354,True,0.871341,3.566353,0.025735,2.262886
218788354,True,2.051914,2.809375,0.500937,1.980352
218788354,True,2.614505,3.160306,2.119898,3.564289
218788354,True,2.847358,3.498713,4.37838,3.374718
218788354,True,3.02186,4.06034,1.892894,1.875898
218788354,True,3.670394,0.658236,3.845997,0.744799
175243999,True,1.973127,0.003028,0.0,0.0
175243999,True,1.048389,1.08362,1.119057,1.110525
218788354,True,4.319823,2.34704,2.400024,2.382409
218788355,True,0.376666,1.221722,2.576522,1.678138
218788355,True,0.556948,3.445523,1.736352,1.049697
218788355,True,1.628113,1.538041,1.061257,2.506542
218788355,True,2.03306,0.656103,4.461021,2.382409
218788355,True,2.548585,0.575114,0.433159,0.609932
218788355,True,2.646364,2.399886,2.329563,2.382409
218788355,True,2.915755,3.038787,0.114844,0.995681
218788355,True,3.301779,3.177783,3.756613,3.6342
218788355,True,3.832167,0.467633,2.439727,3.531742
218788355,True,4.256655,1.861517,0.152208,2.529868
218788355,True,4.319823,2.364656,2.294332,2.329563
218788355,True,4.447259,3.865195,2.87729,4.164381
218788356,True,0.238908,2.282221,2.246715,3.849713
218788356,True,0.534998,3.034039,3.721176,2.488927
218788356,True,0.902443,2.34704,2.347178,2.347178
218788356,True,0.979854,4.468521,1.138668,0.292442
218788356,True,1.272366,2.699347,2.311947,2.382409
218788356,True,1.430904,2.399886,2.276716,2.382409
218788356,True,2.738088,2.508537,4.073552,2.541222
218788356,True,3.374374,4.307575,4.324777,3.814207
218788356,True,3.368594,3.562775,1.308078,1.907
218788356,True,3.585758,2.599779,2.352683,3.109662
218788356,True,3.60124,1.977943,0.674132,3.281342
218788356,True,4.055593,2.399886,2.347178,2.364793
218788356,True,4.23443,3.456877,3.087023,2.40023
218788356,True,4.346246,3.765008,0.699591,4.2934
218788357,True,0.229688,2.19091,2.0782,1.897505
218788357,True,0.240078,0.292787,3.286366,4.290579
218788357,True,0.309163,0.766475,3.531948,0.27352
218788357,True,0.486418,1.789748,3.37403,4.114081
218788357,True,0.594037,3.095349,1.613939,2.565374
218788357,True,0.713766,1.61153,1.18883,3.074018
218788357,True,1.45657,1.244566,0.169135,0.592592
218788357,True,1.950557,0.329875,3.164847,3.129823
218788357,True,2.386331,1.734012,3.440294,4.251839
218788357,True,2.454934,3.985613,2.277611,1.679583
218788357,True,2.598678,3.444353,3.144204,3.390406
218788357,True,2.825683,3.493553,1.255026,2.400024
218788357,True,3.106152,1.873077,2.999359,1.924478
218788357,True,3.196569,0.694775,3.389099,0.553301
218788357,True,4.109952,3.070233,2.998946,2.400024
218788357,True,4.188602,2.215682,0.647571,2.373739
218788357,True,4.202708,2.916581,1.365878,3.444697
218788358,True,0.942559,1.787959,2.104279,4.11243
218788358,True,1.170665,3.812831,2.243412,1.34441
218788358,True,1.579052,0.998295,2.460508,2.689095
218788358,True,1.924134,2.417502,2.329563,2.347178
218788358,True,2.505441,2.34704,2.364793,2.364793
218788358,True,2.666938,2.364931,1.624948,2.454177
175244999,True,2.306374,0.003509,0.0,0.0
175244999,True,1.048596,1.083551,1.119126,1.110593
218788358,True,3.656563,1.595497,3.549701,4.342324
218788358,True,4.116283,2.177905,4.203534,1.632311
218788359,True,0.242762,1.616691,2.637625,1.739586
218788359,True,0.89453,1.08823,3.112689,4.046578
218788359,True,1.193097,2.444544,2.091067,4.380789
218788359,True,1.466135,2.382271,2.329563,2.364793
218788359,True,1.65199,0.366,3.518875,0.383203
218788359,True,1.800827,2.31181,2.294332,2.364793
218788359,True,1.930396,0.133285,2.651525,3.056884
218788359,True,2.368578,2.086457,4.180758,4.339365
218788359,True,2.382202,2.699692,1.22007,3.510067
218788359,True,2.910594,2.364656,2.311947,2.382409
218788359,True,3.461143,3.971782,4.306267,0.219504
218788359,True,3.654981,0.202164,1.822502,2.685654
218788359,True,4.470448,1.933767,4.399643,1.739586
218788360,True,0.115532,4.50155,1.98159,0.061585
218788360,True,0.345495,1.454781,3.162232,4.430882
218788360,True,0.798127,1.431867,4.249637,2.382409
218788360,True,0.836592,0.906778,2.579962,2.650492
218788360,True,1.697612,1.415491,0.657548,1.009718
218788360,True,2.117903,2.382271,2.347178,2.364793
218788360,True,2.141642,2.300594,2.388739,2.476541
218788360,True,3.940749,2.073727,3.869324,0.293337
218788360,True,4.041762,3.265654,0.711908,0.571398
218788360,True,4.080158,4.044721,1.473153,2.125128
218788361,True,0.430888,4.306061,0.677297,1.663757
218788361,True,0.940495,3.527545,1.026026,2.294401
218788361,True,1.754655,1.278834,2.035331,2.986698
218788361,True,1.895922,3.727369,0.310058,3.551766
218788361,True,3.315747,2.382271,2.382409,2.364793
218788361,True,3.413526,2.250018,1.755962,2.743661
218788361,True,3.653536,0.887924,1.061738,0.673719
218788361,True,4.008802,0.749203,4.042863,1.242571
218788365,True,0.178837,2.483146,2.53902,2.505854
218788365,True,0.18331,2.436218,2.469797,2.317452
218788365,True,0.184617,1.048527,1.08362,1.118782
218788365,True,0.186131,1.048527,1.083758,1.118782
218788365,True,0.186269,2.699279,2.658268,2.538263
218788365,True,0.186613,2.960275,0.188058,1.068069
175246602,True,3.092597,0.0,0.704614,0.0
175246602,True,3.086748,2.31181,2.311947,2.435255
218788365,True,0.189365,3.528302,3.525824,3.443803
218788365,True,0.19081,2.518928,2.296327,2.109508
218788363,True,0.308475,2.721986,3.127483,2.193112
218788363,True,0.36022,2.244651,0.200856,2.385299
218788363,True,1.24202,2.087695,1.840805,0.396002
218788363,True,2.033748,1.698506,1.679239,2.490372
218788363,True,2.441448,4.360627,2.405942,1.684056
218788363,True,4.478705,1.941887,2.470485,2.364793
218788364,True,0.074521,2.34704,2.364793,2.329563
218788364,True,0.114431,0.113743,3.794596,2.685517
218788364,True,0.250675,2.382271,2.294332,2.382409
218788364,True,0.35967,3.318156,1.325487,2.435255
218788364,True,2.615193,4.411891,2.22738,4.200231
218788364,True,2.69921,2.452732,2.311947,2.347178
218788364,True,3.316436,2.435117,2.400024,2.382409
218788364,True,3.519219,2.937912,1.299339,3.096037
218788364,True,3.61686,0.480087,4.091718,0.921435
218788364,True,3.65677,0.11622,1.930671,3.744915
218788365,True,0.647915,1.563914,0.11911,1.528201
218788365,True,0.788838,0.683077,2.4795,0.594587
218788365,True,1.368012,3.200284,3.551215,3.110487
218788365,True,1.73587,0.573256,1.911886,2.01744
218788365,True,1.839979,1.364158,1.345442,1.697749
218788365,True,2.012211,4.020499,2.329563,2.329563
218788365,True,2.107513,1.666441,3.884875,3.339418
218788365,True,2.211003,2.862358,1.681785,2.791828
218788365,True,2.478399,1.59825,0.135074,4.027656
218788365,True,3.001217,0.814504,3.43933,2.435805
218788365,True,3.395429,2.197516,1.299339,0.436049
218788365,True,3.720901,2.470348,2.311947,2.364793
218788366,True,0.021675,2.31181,2.311947,2.364793
218788366,True,0.029726,0.64702,3.305976,0.592729
218788366,True,0.146978,1.836195,2.805177,2.382409
218788366,True,1.34847,0.326503,3.673078,3.179917
218788366,True,1.466135,2.34704,2.294332,2.382409
218788366,True,1.52421,1.558959,3.743195,2.68648
218788366,True,1.807914,2.089003,4.344732,4.045478
218788366,True,2.20598,2.34704,2.400024,2.435255
175246999,True,2.818802,0.002684,0.0,0.0
175246999,True,1.048458,1.083689,1.119195,1.110318
218788366,True,3.85391,1.15876,0.312879,0.822968
218788367,True,0.573738,3.708653,4.377211,4.113462
218788367,True,0.751199,0.205329,0.574632,4.23849
218788367,True,1.456432,4.416983,1.686258,0.628442
218788367,True,3.006102,1.508866,0.012042,2.742491
218788367,True,4.382371,2.250913,0.559494,2.109508
218788367,True,4.399849,3.378227,0.858955,1.070202
218788367,True,4.417602,0.084155,3.254644,0.295126
218788368,True,0.867212,2.417502,2.347178,2.45287
218788368,True,1.906519,2.364656,2.347178,2.364793
218788368,True,2.039528,0.683077,3.765421,4.117659
218788368,True,2.441929,2.12499,1.91278,1.736489
218788368,True,2.681595,2.399886,2.329563,2.382409
218788368,True,2.724326,1.632517,4.432603,3.974328
218788368,True,3.656632,1.735801,1.928607,3.496787
218788368,True,4.495977,2.34704,2.347178,2.417639
218788369,True,0.081127,4.167753,4.325809,2.124027
218788369,True,0.412241,1.521045,3.280792,2.752469
218788369,True,0.800398,4.269041,0.902718,2.417708
218788369,True,0.928866,3.448413,2.882933,1.614214
218788369,True,3.624085,0.065782,0.840514,4.2934
218788369,True,3.795904,2.227449,2.861051,0.571673
218788369,True,3.906757,0.172231,3.588579,3.623672
218788370,True,0.360564,1.117062,2.734922,3.229804
218788370,True,0.465224,2.244169,0.480844,0.79737
218788370,True,0.729936,4.252183,2.31236,4.233742
218788370,True,1.422991,1.211538,4.399436,2.655309
218788370,True,2.034987,4.096397,1.453955,1.206859
218788370,True,2.092374,0.982538,3.642182,0.717826
175247999,True,3.100303,0.002064,0.0,0.0
175247999,True,1.048527,1.083551,1.118919,1.110387
218788370,True,3.567798,0.731863,0.502038,4.095227
218788370,True,3.579978,2.541153,1.202455,1.678069
218788370,True,3.580872,3.036516,1.061807,3.985682
218788370,True,3.710579,1.808464,0.786017,1.543202
218788370,True,4.148624,1.963631,2.632739,4.412441
218788371,True,0.36022,2.014963,3.281549,2.508124
218788371,True,0.66553,1.193991,0.312879,1.492971
218788371,True,1.186697,1.327276,3.053994,2.983326
218788371,True,1.244635,3.623672,1.051417,0.229688
218788371,True,1.400765,1.94691,2.615812,1.311931
218788371,True,1.84342,0.02835,1.331749,0.821454
